"shrid2","y_05k_raw","y_10k_raw","y_cons_raw","lat","lon","d_name","sd_name","clusters","wave","tot_p","tot_m","tot_f","urban","y_05k","y_10k","y_cons","D"
"11-28-541-04765-579832",0.13636364,0.005050505,30750.0078125,17.065,80.265,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",600,0.511666667,0.488333333,0,0,0,0,1
"11-28-541-04765-579833",0.581081092,0.131756753,27924.640625,17.065,80.245,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",1026,0.498050682,0.501949318,0,0,0,0,1
"11-28-541-04765-579834",0.212282032,0.011372251,25510.28125,17.045,80.225,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",4402,0.50863244,0.49136756,0,0,0,0,1
"11-28-541-04765-579835",0.569686413,0.012195121,25696.91796875,17.025,80.205,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",2006,0.499501496,0.500498504,0,0,0,0,1
"11-28-541-04765-579836",0.063469678,0.005641749,23244.830078125,17.025,80.245,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",2430,0.493415638,0.506584362,0,0,0,0,1
"11-28-541-04765-579837",0.489741296,0.006244425,22324.138671875,17.045,80.275,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",4321,0.51052997,0.48947003,0,0,0,0,1
"11-28-541-04765-579838",0.211462453,0.024703557,24474.4921875,17.055,80.305,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",3691,0.517474939,0.482525061,0,0,0,0,1
"11-28-541-04765-579839",0.096514747,0.008042895,23031.53515625,17.045,80.325,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",1403,0.501781896,0.498218104,0,0,0,0,1
"11-28-541-04765-579840",0.081560284,0.021276595,23072.28125,17.055,80.355,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",1073,0.499534017,0.500465983,0,0,0,0,1
"11-28-541-04765-579841",0.178387657,0.054888509,26098.66015625,17.035,80.345,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",1847,0.494315106,0.505684894,0,0,0,0,1
"11-28-541-04765-579842",0.089285716,0.005639098,23207.294921875,17.005,80.335,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",3787,0.508053868,0.491946132,0,0,0,0,1
"11-28-541-04765-579843",0.565701544,0.008908686,25441.634765625,17.025,80.305,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",1602,0.496878901,0.503121099,0,0,0,0,1
"11-28-541-04765-579844",0.314685315,0.02972028,21618.681640625,17.015,80.265,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",4272,0.498361423,0.501638577,0,0,0,0,1
"11-28-541-04765-579845",0.661261261,0.086486489,26379.615234375,17.005,80.305,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",2027,0.504193389,0.495806611,0,0,0,0,1
"11-28-541-04765-579846",0.523364484,0.004672897,25257.966796875,16.975,80.305,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",733,0.503410641,0.496589359,0,0,0,0,1
"11-28-541-04765-579847",0.619897962,0.00127551,22923.853515625,16.955,80.325,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",2916,0.50994513,0.49005487,0,0,0,0,1
"11-28-541-04766-579848",0.55384618,0.023076924,25046.904296875,17.025,80.365,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",914,0.50547046,0.49452954,0,0,0,0,0
"11-28-541-04766-579849",0.030379746,0,23801.5859375,17.045,80.375,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",1345,0.505576208,0.494423792,0,0,1,0,0
"11-28-541-04766-579850",0.346504569,0.012158055,25252.234375,17.055,80.385,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",1165,0.507296137,0.492703863,0,0,0,0,0
"11-28-541-04766-579852",0.32676518,0.010673235,28749.501953125,16.995,80.365,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",3960,0.491414141,0.508585859,0,0,0,0,0
"11-28-541-04766-579853",0.472573847,0.029535865,23960.185546875,16.975,80.345,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",1805,0.502493075,0.497506925,0,0,0,0,0
"11-28-541-04766-579854",0.06666667,0,24022.3984375,16.965,80.365,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",1141,0.498685364,0.501314636,0,0,1,0,0
"11-28-541-04766-579855",0.386094689,0,23590.873046875,16.955,80.385,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",2540,0.488188976,0.511811024,0,0,1,0,0
"11-28-541-04766-579856",0.448590368,0.007462686,27958.791015625,16.935,80.425,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",3871,0.510462413,0.489537587,0,0,0,0,0
"11-28-541-04766-579857",0.491666675,0.013888889,26759.6640625,16.945,80.435,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",1232,0.504058442,0.495941558,0,0,0,0,0
"11-28-541-04766-579858",0.17920354,0.006637168,23791.19921875,16.935,80.465,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",1657,0.502715751,0.497284249,0,0,0,0,0
"11-28-541-04766-579859",0.539495826,0.005042017,26334.37109375,16.915,80.425,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",2091,0.506456241,0.493543759,0,0,0,0,0
"11-28-541-04766-579860",0.253061235,0.01632653,22283.609375,16.885,80.415,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",4347,0.500575109,0.499424891,0,0,0,0,0
"11-28-541-04766-579861",0.515358388,0.102389075,33176.13671875,16.915,80.395,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",801,0.534332085,0.465667915,0,0,0,0,0
"11-28-541-04766-579862",0.242489263,0.006437768,25458.53125,16.935,80.365,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",1687,0.494368702,0.505631298,0,0,0,0,0
"11-28-541-04766-579863",0.095541403,0,21136.732421875,16.945,80.345,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",626,0.517571885,0.482428115,0,0,1,0,0
"11-28-541-04766-579864",0.231149569,0.01236094,23114.791015625,16.925,80.335,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",5799,0.493016037,0.506983963,0,0,0,0,0
"11-28-541-04766-579865",0.256919801,0.008516679,23822.091796875,16.885,80.345,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",5236,0.503055768,0.496944232,0,0,0,0,0
"11-28-541-04766-579866",0.290043294,0.021645023,27578.72265625,16.885,80.375,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",771,0.486381323,0.513618677,0,0,0,0,0
"11-28-541-04766-579867",0.542682946,0,25652.2421875,16.865,80.365,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",1157,0.484010372,0.515989628,0,0,1,0,0
"11-28-541-04766-579868",0.217125386,0.003058104,23357.37109375,16.835,80.385,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",1256,0.502388535,0.497611465,0,0,0,0,0
"11-28-541-04766-579869",0.394097209,0.001736111,24326.123046875,16.865,80.395,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",1991,0.50125565,0.49874435,0,0,0,0,0
"11-28-541-04766-579870",0.241758242,0,30381.1953125,16.855,80.425,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",269,0.501858736,0.498141264,0,0,1,0,0
"11-28-541-04766-579871",0.07692308,0.034965035,22068.8671875,16.855,80.445,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",516,0.490310078,0.509689922,0,0,0,0,0
"11-28-541-04766-579872",NA,NA,NA,16.915,80.375,"Khammam","Madhira","MADHIRA KHAMMAM","Buffer",NA,NA,NA,NA,NA,NA,NA,0
"11-28-541-04767-579873",0.055555556,0.006666667,21288.283203125,16.925,80.485,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",1711,0.570426651,0.429573349,0,0,0,0,1
"11-28-541-04767-579874",0.491416305,0,24550.18359375,16.915,80.505,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",1576,0.510786802,0.489213198,0,0,1,0,1
"11-28-541-04767-579875",0.437926322,0.008185538,22470.3046875,16.925,80.535,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",2651,0.495662014,0.504337986,0,0,0,0,1
"11-28-541-04767-579876",0.059670784,0.010288066,22393.001953125,16.935,80.555,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",1835,0.505722071,0.494277929,0,0,0,0,1
"11-28-541-04767-579877",0,0,21604.294921875,16.895,80.585,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",432,0.469907407,0.530092593,0,1,1,0,1
"11-28-541-04767-579878",0.183286518,0.028089888,22428.421875,16.885,80.525,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",5424,0.509402655,0.490597345,0,0,0,0,1
"11-28-541-04767-579879",0.291592121,0.007155635,23118.93359375,16.915,80.475,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",1914,0.506269592,0.493730408,0,0,0,0,1
"11-28-541-04767-579880",0.033018868,0.007075472,24625.65234375,16.905,80.465,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",1615,0.513312693,0.486687307,0,0,0,0,1
"11-28-541-04767-579881",0.390852392,0.002079002,23666.51171875,16.895,80.455,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",1758,0.514789534,0.485210466,0,0,0,0,1
"11-28-541-04767-579882",0.362341762,0.082278483,25297.904296875,16.885,80.455,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",2059,0.507527926,0.492472074,0,0,0,0,1
"11-28-541-04767-579883",0.349056602,0.004716981,22794.865234375,16.875,80.485,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",1614,0.511152416,0.488847584,0,0,0,0,1
"11-28-541-04767-579884",0.290801197,0.02769535,23760.158203125,16.855,80.485,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",3575,0.511888112,0.488111888,0,0,0,0,1
"11-28-541-04767-579885",0.387317061,0.004878049,23769.044921875,16.865,80.455,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",3622,0.497515185,0.502484815,0,0,0,0,1
"11-28-541-04767-579886",0.015337423,0,19562.609375,16.835,80.455,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",1195,0.512970711,0.487029289,0,0,1,0,1
"11-28-541-04767-579887",0.18306011,0.009562842,21725.498046875,16.845,80.505,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",2592,0.495756173,0.504243827,0,0,0,0,1
"11-28-541-04767-579888",0.072649576,0.015669515,22816.400390625,16.855,80.565,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",2772,0.501803752,0.498196248,0,0,0,0,1
"11-28-541-04767-579890",0.128537729,0.015330189,24837.134765625,16.825,80.535,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",2688,0.511532738,0.488467262,0,0,0,0,1
"11-28-541-04767-579893",0.493421048,0.073099412,23772.9296875,16.815,80.485,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",5014,0.490626247,0.509373753,0,0,0,0,1
"11-28-541-04767-579894",0,0,17641.9296875,16.795,80.485,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",141,0.432624113,0.567375887,0,1,1,1,1
"11-28-541-04767-579895",0.24857375,0.01792991,23051.720703125,16.795,80.545,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",4578,0.524683268,0.475316732,0,0,0,0,1
"11-28-541-04767-579896",0.024096385,0,23210.474609375,16.795,80.585,"Khammam","Yerrupalem","YERRUPALEM KHAMMAM","Treatment",287,0.470383275,0.529616725,0,0,1,0,1
"11-28-541-04768-579897",0.18470791,0.015463918,21310.63671875,17.135,80.695,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",4790,0.525678497,0.474321503,0,0,0,0,0
"11-28-541-04768-579898",0.495069027,0.049309663,25251.92578125,17.155,80.735,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",1842,0.521172638,0.478827362,0,0,0,0,0
"11-28-541-04768-579899",0.262295067,0.122950822,22129.2109375,17.175,80.725,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",1391,0.495327103,0.504672897,0,0,0,0,0
"11-28-541-04768-579900",0.187878788,0.006060606,25037.078125,17.165,80.765,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",602,0.495016611,0.504983389,0,0,0,0,0
"11-28-541-04768-579901",0.216308042,0.024915062,24916.5546875,17.125,80.795,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",12976,0.510403822,0.489596178,0,0,0,0,0
"11-28-541-04768-579902",0.5252918,0.007782101,25683.7265625,17.115,80.725,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",1850,0.512432432,0.487567568,0,0,0,0,0
"11-28-541-04768-579903",0.027777778,0.009259259,26556.044921875,17.105,80.695,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",766,0.515665796,0.484334204,0,0,0,0,0
"11-28-541-04768-579904",0.158282205,0.05398773,26110.23046875,17.085,80.665,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",2957,0.52282719,0.47717281,0,0,0,0,0
"11-28-541-04768-579905",0.102239534,0.011684518,25329.59765625,17.095,80.715,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",3796,0.48682824,0.51317176,0,0,0,0,0
"11-28-541-04768-579906",0.121085592,0.016701462,25887.822265625,17.095,80.765,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",1762,0.511918275,0.488081725,0,0,0,0,0
"11-28-541-04768-579907",0.263681591,0.013681592,25975.142578125,17.075,80.805,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",2846,0.516865777,0.483134223,0,0,0,0,0
"11-28-541-04768-579908",0.193903476,0.034716342,23370.68359375,17.095,80.835,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",4610,0.507375271,0.492624729,0,0,0,0,0
"11-28-541-04768-579909",0.103756711,0.021466905,22939,17.105,80.855,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",2156,0.492115028,0.507884972,0,0,0,0,0
"11-28-541-04768-579910",0.5,0,23735.908203125,17.065,80.855,"Khammam","Vemsoor","VEMSOOR KHAMMAM","Buffer",1229,0.513425549,0.486574451,0,0,1,0,0
"11-28-543-04807-581721",0.089285716,0,13013.4560546875,18.995,83.345,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",494,0.491902834,0.508097166,0,0,1,1,0
"11-28-543-04807-581722",0.039999999,0,11364.28515625,18.985,83.375,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",329,0.653495441,0.346504559,0,0,1,1,0
"11-28-543-04807-581723",0,0,11274.4619140625,18.985,83.395,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",517,0.46615087,0.53384913,0,1,1,1,0
"11-28-543-04807-581724",0.237837836,0.118918918,16268.068359375,18.975,83.405,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",767,0.462842243,0.537157757,0,0,0,1,0
"11-28-543-04807-581725",0.5,0,10827.8681640625,18.965,83.405,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",160,0.48125,0.51875,0,0,1,1,0
"11-28-543-04807-581726",0,0,13769.234375,18.965,83.385,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",41,0.414634146,0.585365854,0,1,1,1,0
"11-28-543-04807-581727",0.052631579,0,9678.9208984375,18.965,83.365,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",211,0.473933649,0.526066351,0,0,1,1,0
"11-28-543-04807-581728",0,0,13862.7060546875,18.975,83.345,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",162,0.462962963,0.537037037,0,1,1,1,0
"11-28-543-04807-581729",0.052631579,0,12513.736328125,18.975,83.335,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",230,0.439130435,0.560869565,0,0,1,1,0
"11-28-543-04807-581730",0,0,11085.095703125,18.985,83.325,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",112,0.473214286,0.526785714,0,1,1,1,0
"11-28-543-04807-581731",0,0,7938.40087890625,18.985,83.325,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",148,0.47972973,0.52027027,0,1,1,1,0
"11-28-543-04807-581732",0,0,9245.33984375,18.975,83.325,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",84,0.44047619,0.55952381,0,1,1,1,0
"11-28-543-04807-581733",0.065693431,0,12152.44921875,18.955,83.335,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",584,0.491438356,0.508561644,0,0,1,1,0
"11-28-543-04807-581734",0,0,9219.244140625,18.925,83.335,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",359,0.490250696,0.509749304,0,1,1,1,0
"11-28-543-04807-581735",0,0,12386.2265625,18.955,83.375,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",125,0.456,0.544,0,1,1,1,0
"11-28-543-04807-581736",0,0,12844.9951171875,18.955,83.395,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",154,0.454545455,0.545454545,0,1,1,1,0
"11-28-543-04807-581737",0,0,13283.32421875,18.955,83.405,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",70,0.5,0.5,0,1,1,1,0
"11-28-543-04807-581738",0.154981554,0.011070111,17085.935546875,18.965,83.415,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",1170,0.464957265,0.535042735,0,0,0,1,0
"11-28-543-04807-581739",0.393258423,0,20131.376953125,18.945,83.425,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",370,0.451351351,0.548648649,0,0,1,0,0
"11-28-543-04807-581740",0.014492754,0,11982.0361328125,18.945,83.405,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",323,0.458204334,0.541795666,0,0,1,1,0
"11-28-543-04807-581743",0.100000001,0,11682.3671875,18.945,83.365,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",101,0.405940594,0.594059406,0,0,1,1,0
"11-28-543-04807-581744",0,0,10778.091796875,18.935,83.375,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",211,0.488151659,0.511848341,0,1,1,1,0
"11-28-543-04807-581745",0.636363626,0.045454547,16816.599609375,18.925,83.355,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",120,0.516666667,0.483333333,0,0,0,1,0
"11-28-543-04807-581746",0,0,12631.02734375,18.905,83.365,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",83,0.469879518,0.530120482,0,1,1,1,0
"11-28-543-04807-581748",0.06666667,0,9887.9970703125,18.925,83.385,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",199,0.452261307,0.547738693,0,0,1,1,0
"11-28-543-04807-581749",0,0,13231.671875,18.935,83.395,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",30,0.433333333,0.566666667,0,1,1,1,0
"11-28-543-04807-581750",0.07692308,0,13080.8740234375,18.925,83.395,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",118,0.5,0.5,0,0,1,1,0
"11-28-543-04807-581751",0,0,8733.072265625,18.925,83.405,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",41,0.390243902,0.609756098,0,1,1,1,0
"11-28-543-04807-581752",1,0,19198.048828125,18.935,83.415,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",6,0.333333333,0.666666667,0,0,1,0,0
"11-28-543-04807-581753",0,0,15577.8330078125,18.925,83.415,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",35,0.6,0.4,0,1,1,1,0
"11-28-543-04807-581754",0.163265303,0.045918368,17514.09765625,18.935,83.435,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",1051,0.314938154,0.685061846,0,0,0,1,0
"11-28-543-04807-581755",0.115183249,0,18458.958984375,18.935,83.445,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",729,0.508916324,0.491083676,0,0,1,1,0
"11-28-543-04807-581756",0.253968269,0.015873017,18591.6796875,18.945,83.465,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",230,0.504347826,0.495652174,0,0,0,1,0
"11-28-543-04807-581757",0.021739131,0,12229.6611328125,18.985,83.465,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",222,0.441441441,0.558558559,0,0,1,1,0
"11-28-543-04807-581758",0,0,12721.896484375,18.975,83.475,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",90,0.477777778,0.522222222,0,1,1,1,0
"11-28-543-04807-581759",0.132352948,0,19123.181640625,18.955,83.505,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",285,0.431578947,0.568421053,0,0,1,0,0
"11-28-543-04807-581760",0.322033912,0.042372882,13937.2880859375,18.945,83.515,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",506,0.505928854,0.494071146,0,0,0,1,0
"11-28-543-04807-581761",0.262711853,0.093220338,15916.833984375,18.935,83.505,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",571,0.465849387,0.534150613,0,0,0,1,0
"11-28-543-04807-581762",0.053977273,0.005681818,16800.87890625,18.945,83.475,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",1566,0.504469987,0.495530013,0,0,0,1,0
"11-28-543-04807-581763",0.146666661,0,14290.099609375,18.935,83.465,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",316,0.484177215,0.515822785,0,0,1,1,0
"11-28-543-04807-581764",0.684210539,0.03508772,20500.62109375,18.925,83.435,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",256,0.52734375,0.47265625,0,0,0,0,0
"11-28-543-04807-581765",0.466216207,0.006756757,20002.189453125,18.915,83.435,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",559,0.46332737,0.53667263,0,0,0,0,0
"11-28-543-04807-581766",0.101265825,0.025316456,20533.814453125,18.925,83.455,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",301,0.491694352,0.508305648,0,0,0,0,0
"11-28-543-04807-581767",0.077922076,0,17135.46875,18.925,83.465,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",300,0.493333333,0.506666667,0,0,1,1,0
"11-28-543-04807-581768",0.045454547,0.045454547,16740.41015625,18.915,83.485,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",360,0.475,0.525,0,0,0,1,0
"11-28-543-04807-581769",0.039999999,0.039999999,18641.609375,18.915,83.505,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",188,0.484042553,0.515957447,0,0,0,1,0
"11-28-543-04807-581770",0.00617284,0,13820.16015625,18.905,83.515,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",620,0.5,0.5,0,0,1,1,0
"11-28-543-04807-581771",0.04255319,0.04255319,18927.724609375,18.905,83.495,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",204,0.509803922,0.490196078,0,0,0,1,0
"11-28-543-04807-581772",0.74747473,0.02020202,21114.625,18.905,83.475,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",357,0.518207283,0.481792717,0,0,0,0,0
"11-28-543-04807-581773",0.020408163,0,21371.01953125,18.905,83.455,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",170,0.464705882,0.535294118,0,0,1,0,0
"11-28-543-04807-581774",0.245951414,0.039473683,20026.822265625,18.895,83.445,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",3933,0.51741673,0.48258327,0,0,0,0,0
"11-28-543-04807-581775",0.624060154,0,19595.119140625,18.905,83.425,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",513,0.481481481,0.518518519,0,0,1,0,0
"11-28-543-04807-581776",0.033333335,0,12053.69140625,18.915,83.415,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",139,0.388489209,0.611510791,0,0,1,1,0
"11-28-543-04807-581777",0,0,9743.6015625,18.915,83.405,"Vizianagaram","Komarada","KOMARADA VIZIANAGARAM","Buffer",123,0.43902439,0.56097561,0,1,1,1,0
