"shrid2","y_05k_raw","y_10k_raw","y_cons_raw","lat","lon","d_name","sd_name","clusters","wave","tot_p","tot_m","tot_f","urban","y_05k","y_10k","y_cons","D"
"11-28-541-04756-579669",0.519198656,0.014190317,25437.8828125,17.225,80.085,"Khammam","Khammam (Rural)","KHAMMAM (RURAL) KHAMMAM","Buffer",4084,0.510039177,0.489960823,0,0,0,0,0
"11-28-541-04756-579670",0.521311462,0,23548.904296875,17.235,80.105,"Khammam","Khammam (Rural)","KHAMMAM (RURAL) KHAMMAM","Buffer",1169,0.503849444,0.496150556,0,0,1,0,0
"11-28-541-04756-579671",0.275742561,0.007920792,23578.6875,17.205,80.125,"Khammam","Khammam (Rural)","KHAMMAM (RURAL) KHAMMAM","Buffer",7204,0.499444753,0.500555247,0,0,0,0,0
"11-28-541-04758-579686",0.268765122,0.00968523,30094.064453125,17.185,80.015,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",2429,0.531906134,0.468093866,0,0,0,0,1
"11-28-541-04758-579687",0.128742516,0.020958085,21731.986328125,17.185,80.035,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",1130,0.505309735,0.494690265,0,0,0,0,1
"11-28-541-04758-579688",0.028225806,0.009408602,21809.587890625,17.205,80.065,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",2683,0.501677227,0.498322773,0,0,0,0,1
"11-28-541-04758-579689",0.298273146,0.252747267,26858.890625,17.185,80.075,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",2212,0.496383363,0.503616637,0,0,0,0,1
"11-28-541-04758-579690",0.308421046,0.035789475,24824.892578125,17.165,80.065,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",3241,0.501697007,0.498302993,0,0,0,0,1
"11-28-541-04758-579691",0.35627529,0.093117408,25337.154296875,17.185,80.085,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",1616,0.506188119,0.493811881,0,0,0,0,1
"11-28-541-04758-579692",0.337786257,0.057888042,25883.30078125,17.185,80.095,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",5535,0.490153568,0.509846432,0,0,0,0,1
"11-28-541-04758-579693",0.689373314,0.246594012,26228.23046875,17.175,80.125,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",2853,0.504030845,0.495969155,0,0,0,0,1
"11-28-541-04758-579694",0.106666669,0.006666667,22013.2734375,17.175,80.135,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",627,0.500797448,0.499202552,0,0,0,0,1
"11-28-541-04758-579695",0.205202311,0.023121387,26395.6953125,17.175,80.155,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",1178,0.5,0.5,0,0,0,0,1
"11-28-541-04758-579696",0.242211059,0.023115577,22051.32421875,17.145,80.145,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",3754,0.512253596,0.487746404,0,0,0,0,1
"11-28-541-04758-579697",0.240473062,0.091984235,25146.92578125,17.155,80.115,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",2694,0.515219005,0.484780995,0,0,0,0,1
"11-28-541-04758-579698",0.189834028,0.034232367,25289.255859375,17.125,80.115,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",3126,0.510556622,0.489443378,0,0,0,0,1
"11-28-541-04758-579699",0.521126747,0.104225352,28065.828125,17.105,80.145,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",1219,0.495488105,0.504511895,0,0,0,0,1
"11-28-541-04758-579700",0.253411293,0.038986355,25687.572265625,17.105,80.155,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",1793,0.507529281,0.492470719,0,0,0,0,1
"11-28-541-04758-579701",0.197402596,0.016883116,25659.33203125,17.075,80.155,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",2646,0.509448224,0.490551776,0,0,0,0,1
"11-28-541-04758-579702",0.265695065,0.013452915,22466.986328125,17.085,80.125,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",3064,0.502284595,0.497715405,0,0,0,0,1
"11-28-541-04758-579703",0.44822374,0.07558579,26380.10546875,17.065,80.115,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",4353,0.506317482,0.493682518,0,0,0,0,1
"11-28-541-04758-579706",0.264544457,0.042810097,24171.6484375,17.025,80.145,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",3127,0.4931244,0.5068756,0,0,0,0,1
"11-28-541-04758-579707",0.313878089,0.059014268,24221.544921875,17.015,80.115,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",5560,0.497661871,0.502338129,0,0,0,0,1
"11-28-541-04758-579708",0.212686568,0.018656716,25720.994140625,17.005,80.135,"Khammam","Mudigonda","MUDIGONDA KHAMMAM","Treatment",889,0.50056243,0.49943757,0,0,0,0,1
"11-28-541-04759-579709",0.193265006,0.027330404,25480.39453125,17.165,79.995,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",6747,0.502297317,0.497702683,0,0,0,0,0
"11-28-541-04759-579710",0.063768119,0.002898551,29226.107421875,17.155,80.035,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",1079,0.503243744,0.496756256,0,0,0,0,0
"11-28-541-04759-579711",0.125619829,0.024793388,25605.876953125,17.145,80.075,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",2040,0.499509804,0.500490196,0,0,0,0,0
"11-28-541-04759-579712",0.045851529,0.008733625,24843.458984375,17.135,80.085,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",1498,0.524032043,0.475967957,0,0,0,0,0
"11-28-541-04759-579713",0.105263159,0.015789473,25913.837890625,17.115,80.085,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",1264,0.495253165,0.504746835,0,0,0,0,0
"11-28-541-04759-579715",0.135699376,0.020876827,23929.9296875,17.085,80.095,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",1661,0.503913305,0.496086695,0,0,0,0,0
"11-28-541-04759-579716",0.301985383,0.046499476,25624.86328125,17.105,80.065,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",7290,0.491495199,0.508504801,0,0,0,0,0
"11-28-541-04759-579717",0.300233632,0.029205607,23347.818359375,17.115,80.035,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",3122,0.505445227,0.494554773,0,0,0,0,0
"11-28-541-04759-579718",0.114678897,0,23318.138671875,17.135,80.045,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",760,0.494736842,0.505263158,0,0,1,0,0
"11-28-541-04759-579719",0.087248325,0.006711409,25312.1484375,17.135,80.025,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",721,0.509015257,0.490984743,0,0,0,0,0
"11-28-541-04759-579720",0.186757222,0.040747028,25423.927734375,17.125,79.985,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",1926,0.511941848,0.488058152,0,0,0,0,0
"11-28-541-04759-579721",0.052208837,0.008032128,23178.806640625,17.105,79.985,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",881,0.499432463,0.500567537,0,0,0,0,0
"11-28-541-04759-579722",0.172932327,0.018796992,28569.962890625,17.105,80.005,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",1716,0.500582751,0.499417249,0,0,0,0,0
"11-28-541-04759-579723",0.173748106,0.034901366,22243.91796875,17.105,80.025,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",4583,0.507091425,0.492908575,0,0,0,0,0
"11-28-541-04759-579724",0.691803277,0.055737704,28579.181640625,17.085,80.005,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",1019,0.493621197,0.506378803,0,0,0,0,0
"11-28-541-04759-579725",0.451783359,0.033025101,28216.412109375,17.065,80.035,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",2635,0.494117647,0.505882353,0,0,0,0,0
"11-28-541-04759-579726",0.09150327,0.026143791,26297.154296875,17.085,80.045,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",501,0.481037924,0.518962076,0,0,0,0,0
"11-28-541-04759-579727",0.188197762,0.022328548,20958.73828125,17.075,80.075,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",2500,0.4984,0.5016,0,0,0,0,0
"11-28-541-04759-579728",0.162348881,0.015256189,23380.328125,17.035,80.075,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",12803,0.511130204,0.488869796,0,0,0,0,0
"11-28-541-04759-579729",0.116173118,0.002277904,20829.82421875,17.025,80.055,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",1609,0.500310752,0.499689248,0,0,0,0,0
"11-28-541-04759-579730",0.324999988,0.018750001,27839.57421875,17.005,80.065,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",548,0.489051095,0.510948905,0,0,0,0,0
"11-28-541-04759-579731",0.166666672,0.045454547,27476.921875,16.975,80.065,"Khammam","Nelakondapalle","NELAKONDAPALLE KHAMMAM","Control",970,0.491752577,0.508247423,0,0,0,0,0
"11-28-541-04760-579732",1,0,24915.79296875,17.215,80.215,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",1575,0.490793651,0.509206349,0,0,1,0,NA
"11-28-541-04760-579733",0.542424262,0.01969697,23976.470703125,17.185,80.215,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",2500,0.4872,0.5128,0,0,0,0,NA
"11-28-541-04760-579734",0.440287769,0.001438849,23321.3671875,17.145,80.235,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",2454,0.508149959,0.491850041,0,0,0,0,NA
"11-28-541-04760-579735",0.224747479,0.012626262,24207.193359375,17.155,80.215,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",2675,0.499813084,0.500186916,0,0,0,0,NA
"11-28-541-04760-579736",0.357204497,0.008628128,24643.3671875,17.185,80.185,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",4158,0.498075998,0.501924002,0,0,0,0,NA
"11-28-541-04760-579737",0.680094779,0,23632.9375,17.155,80.185,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",1501,0.502331779,0.497668221,0,0,1,0,NA
"11-28-541-04760-579738",0.542071223,0.025080906,24778.046875,17.155,80.165,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",4529,0.493265622,0.506734378,0,0,0,0,NA
"11-28-541-04760-579739",0.155645981,0.011190234,22600.693359375,17.125,80.215,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",3656,0.48714442,0.51285558,0,0,0,0,NA
"11-28-541-04760-579740",0.061611373,0.033175357,26297.56640625,17.105,80.225,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",713,0.514726508,0.485273492,0,0,0,0,NA
"11-28-541-04760-579741",0.217496961,0.008505468,22327.734375,17.115,80.185,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",3013,0.511118487,0.488881513,0,0,0,0,NA
"11-28-541-04760-579742",0.798866868,0.001416431,25326.427734375,17.075,80.175,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",2441,0.507578861,0.492421139,0,0,0,0,NA
"11-28-541-04760-579743",0.697916687,0.002083333,22623.4921875,17.035,80.175,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",1864,0.502682403,0.497317597,0,0,0,0,NA
"11-28-541-04760-579744",0.420536637,0.006707946,22884.326171875,17.065,80.205,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",6975,0.504229391,0.495770609,0,0,0,0,NA
"11-28-541-04760-579745",0.126881719,0.017204301,23836.869140625,17.085,80.235,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",3404,0.490893067,0.509106933,0,0,0,0,NA
"11-28-541-04760-579746",0.474316955,0.00874317,24889.279296875,17.115,80.255,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",3162,0.505376344,0.494623656,0,0,0,0,NA
"11-28-541-04760-579747",0.396729767,0.000861,21166.673828125,17.135,80.275,"Khammam","Chinthakani","CHINTHAKANI KHAMMAM","Holdout",4757,0.513348749,0.486651251,0,0,0,0,NA
"11-28-541-04761-579748",0.392452836,0.086163521,24315.638671875,17.245,80.255,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",5887,0.491251911,0.508748089,0,0,0,0,0
"11-28-541-04761-579749",0.344028533,0.005347594,21447.205078125,17.275,80.295,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",4181,0.506816551,0.493183449,0,0,0,0,0
"11-28-541-04761-579750",0.35930562,0.008074284,22965.1796875,17.295,80.345,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",9129,0.51287107,0.48712893,0,0,0,0,0
"11-28-541-04761-579751",0.469628274,0.002719855,22550.3828125,17.235,80.355,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",4135,0.502297461,0.497702539,0,0,0,0,0
"11-28-541-04761-579752",0.103825137,0.018214935,23574.423828125,17.225,80.315,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",1982,0.514631685,0.485368315,0,0,0,0,0
"11-28-541-04761-579753",0.019736841,0.009868421,20920.251953125,17.255,80.325,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",1239,0.510088781,0.489911219,0,0,0,0,0
"11-28-541-04761-579754",0.60121578,0.04924012,25691.90625,17.225,80.285,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",5901,0.504151839,0.495848161,0,0,0,0,0
"11-28-541-04761-579755",0.329310358,0.094827585,24811.185546875,17.215,80.245,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",2805,0.513012478,0.486987522,0,0,0,0,0
"11-28-541-04761-579756",0.579693019,0.025974026,25820.966796875,17.175,80.255,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",5889,0.512311088,0.487688912,0,0,0,0,0
"11-28-541-04761-579758",0.420689642,0.005172414,24052.5234375,17.205,80.285,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",1953,0.510496672,0.489503328,0,0,0,0,0
"11-28-541-04761-579759",0.442437917,0.012415349,21469.04296875,17.205,80.325,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",3293,0.494685697,0.505314303,0,0,0,0,0
"11-28-541-04761-579760",0.8125,0.00625,29018.34765625,17.175,80.335,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",1520,0.488157895,0.511842105,0,0,0,0,0
"11-28-541-04761-579761",0.768670321,0.000911,26173.9765625,17.195,80.315,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",3783,0.498017446,0.501982554,0,0,0,0,0
"11-28-541-04761-579762",0.389189184,0.024324324,26230.431640625,17.185,80.305,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",1230,0.506504065,0.493495935,0,0,0,0,0
"11-28-541-04761-579763",0.326340318,0.022533022,24996.86328125,17.165,80.305,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",4341,0.509560009,0.490439991,0,0,0,0,0
"11-28-541-04761-579764",0.14915967,0,21297.1484375,17.135,80.295,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",1656,0.512681159,0.487318841,0,0,1,0,0
"11-28-541-04761-579765",0.374233127,0.006134969,23596.32421875,17.145,80.315,"Khammam","Konijerla","KONIJERLA KHAMMAM","Buffer",1172,0.507679181,0.492320819,0,0,0,0,0
"11-28-541-04762-579766",0.207116783,0.009124087,21326.55078125,17.245,80.405,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",4285,0.523220537,0.476779463,0,0,0,0,0
"11-28-541-04762-579767",0.021551725,0.004310345,18214.7890625,17.275,80.415,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",888,0.501126126,0.498873874,0,0,0,1,0
"11-28-541-04762-579768",0.184668988,0.029268293,23059.642578125,17.265,80.435,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",5103,0.511855771,0.488144229,0,0,0,0,0
"11-28-541-04762-579769",0.021834061,0,26142.033203125,17.295,80.445,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",741,0.497975709,0.502024291,0,0,1,0,0
"11-28-541-04762-579770",0.102376603,0.026508227,21352.580078125,17.245,80.455,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",3936,0.492123984,0.507876016,0,0,0,0,0
"11-28-541-04762-579771",0.124726474,0.024070023,23499.419921875,17.235,80.485,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",1558,0.51732991,0.48267009,0,0,0,0,0
"11-28-541-04762-579772",0.057874762,0.008538899,21125.171875,17.205,80.495,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",4012,0.503240279,0.496759721,0,0,0,0,0
"11-28-541-04762-579773",0.125,0.087499999,23383.7890625,17.215,80.465,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",1196,0.50083612,0.49916388,0,0,0,0,0
"11-28-541-04762-579774",0.169031456,0.028069094,22695.845703125,17.215,80.425,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",11799,0.496143741,0.503856259,0,0,0,0,0
"11-28-541-04762-579775",0.256470591,0.028235294,23708.0703125,17.195,80.405,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",2007,0.469855506,0.530144494,0,0,0,0,0
"11-28-541-04762-579776",0.146341458,0.032092426,22141.873046875,17.175,80.415,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",2904,0.50137741,0.49862259,0,0,0,0,0
"11-28-541-04762-579777",0.315508008,0.171122998,24984.494140625,17.195,80.455,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",721,0.484049931,0.515950069,0,0,0,0,0
"11-28-541-04762-579778",0.035996489,0.006145742,22002.498046875,17.175,80.455,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",4066,0.503197245,0.496802755,0,0,0,0,0
"11-28-541-04762-579779",0.082474224,0.018041236,24545.74609375,17.165,80.465,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",1363,0.496698459,0.503301541,0,0,0,0,0
"11-28-541-04762-579780",0.477064222,0.091743119,26248.49609375,17.155,80.475,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",831,0.501805054,0.498194946,0,0,0,0,0
"11-28-541-04762-579781",0.246956527,0.053913042,25462.708984375,17.135,80.455,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",2045,0.521760391,0.478239609,0,0,0,0,0
"11-28-541-04762-579782",0.136487722,0.008189263,23810.4765625,17.115,80.435,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",4040,0.499257426,0.500742574,0,0,0,0,0
"11-28-541-04762-579783",0.043137256,0.007843138,25737.45703125,17.095,80.435,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",934,0.520342612,0.479657388,0,0,0,0,0
"11-28-541-04762-579784",0.103741497,0.018707482,19819.146484375,17.115,80.455,"Khammam","Tallada","TALLADA KHAMMAM","Buffer",2304,0.524739583,0.475260417,0,0,0,0,0
"11-28-541-04763-579785",0.041860465,0.010852713,21742.375,17.165,80.495,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",2490,0.514859438,0.485140562,0,0,0,0,1
"11-28-541-04763-579786",0.011278195,0.003759399,23098.263671875,17.145,80.485,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",994,0.501006036,0.498993964,0,0,0,0,1
"11-28-541-04763-579787",0.15223597,0.04376784,23409.001953125,17.125,80.495,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",4011,0.503615059,0.496384941,0,0,0,0,1
"11-28-541-04763-579788",0.017766498,0.005076142,21672.068359375,17.105,80.495,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",1498,0.512683578,0.487316422,0,0,0,0,1
"11-28-541-04763-579789",0.342747122,0.014120667,22385.486328125,17.085,80.475,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",2824,0.500708215,0.499291785,0,0,0,0,1
"11-28-541-04763-579790",0.048214287,0.007142857,22988.669921875,17.075,80.435,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",2103,0.515454113,0.484545887,0,0,0,0,1
"11-28-541-04763-579791",0.118181817,0.014876033,20507.0390625,17.045,80.455,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",5055,0.49950544,0.50049456,0,0,0,0,1
"11-28-541-04763-579792",0.089866154,0.019120459,23347.748046875,17.055,80.485,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",1956,0.531186094,0.468813906,0,0,0,0,1
"11-28-541-04763-579793",0.032663316,0,20256.943359375,17.075,80.495,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",1570,0.507643312,0.492356688,0,0,1,0,1
"11-28-541-04763-579794",0.215272143,0.066612512,28159.068359375,17.135,80.525,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",4124,0.50800194,0.49199806,0,0,0,0,1
"11-28-541-04763-579795",0.121761657,0,21567.05078125,17.135,80.555,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",1586,0.506935687,0.493064313,0,0,1,0,1
"11-28-541-04763-579796",0.244843051,0.054708522,24056.796875,17.165,80.545,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",4556,0.515803336,0.484196664,0,0,0,0,1
"11-28-541-04763-579797",0.04964539,0,24764.826171875,17.165,80.525,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",1071,0.507002801,0.492997199,0,0,1,0,1
"11-28-541-04763-579798",0.067415729,0.02247191,21868.4453125,17.175,80.515,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",721,0.514563107,0.485436893,0,0,0,0,1
"11-28-541-04763-579799",0.154510558,0.058781192,24556.89453125,17.215,80.545,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",15665,0.502649218,0.497350782,0,0,0,0,1
"11-28-541-04763-579800",0.138424814,0.014319809,25809.939453125,17.235,80.505,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",1534,0.507822686,0.492177314,0,0,0,0,1
"11-28-541-04763-579801",0.032258064,0.006451613,24272.419921875,17.165,80.635,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",1129,0.52258636,0.47741364,0,0,0,0,1
"11-28-541-04763-579802",0.034042552,0,24294.185546875,17.245,80.575,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",1707,0.507908612,0.492091388,0,0,1,0,1
"11-28-541-04763-579803",0.30283913,0.006309148,23431.533203125,17.215,80.575,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",1184,0.48902027,0.51097973,0,0,0,0,1
"11-28-541-04763-579804",0.202033043,0.053367216,25096.3125,17.195,80.555,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",3589,0.399275564,0.600724436,0,0,0,0,1
"11-28-541-04763-579805",0.104622871,0.02919708,25419.099609375,17.195,80.565,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",1539,0.507472385,0.492527615,0,0,0,0,1
"11-28-541-04763-579806",0.130563796,0.017804155,25140.28125,17.195,80.595,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",1263,0.525732383,0.474267617,0,0,0,0,1
"11-28-541-04763-579807",0.206927985,0.032816771,24559.7890625,17.165,80.585,"Khammam","Kallur","KALLUR KHAMMAM","Treatment",4188,0.505253104,0.494746896,0,0,0,0,1
"11-28-541-04764-579808",0.447061568,0.045942165,27964.876953125,17.175,80.355,"Khammam","Wyra","WYRA KHAMMAM","Treatment",14917,0.478581484,0.521418516,0,0,0,0,1
"11-28-541-04764-579809",0.336434096,0.010852713,23730.13671875,17.175,80.385,"Khammam","Wyra","WYRA KHAMMAM","Treatment",2339,0.51432236,0.48567764,0,0,0,0,1
"11-28-541-04764-579810",0.455324352,0.026927784,30155.162109375,17.155,80.405,"Khammam","Wyra","WYRA KHAMMAM","Treatment",2421,0.495662949,0.504337051,0,0,0,0,1
"11-28-541-04764-579811",0.53511703,0,22656.53515625,17.145,80.425,"Khammam","Wyra","WYRA KHAMMAM","Treatment",1096,0.466240876,0.533759124,0,0,1,0,1
"11-28-541-04764-579812",0.240963861,0,24422.345703125,17.125,80.415,"Khammam","Wyra","WYRA KHAMMAM","Treatment",1443,0.512820513,0.487179487,0,0,1,0,1
"11-28-541-04764-579813",0.074906364,0,19609.29296875,17.125,80.395,"Khammam","Wyra","WYRA KHAMMAM","Treatment",1082,0.48336414,0.51663586,0,0,1,0,1
"11-28-541-04764-579814",0.182608694,0,39510.91015625,17.145,80.395,"Khammam","Wyra","WYRA KHAMMAM","Treatment",264,0.613636364,0.386363636,0,0,1,0,1
"11-28-541-04764-579815",0.019283747,0.008264462,29244.083984375,17.135,80.375,"Khammam","Wyra","WYRA KHAMMAM","Treatment",1005,0.56318408,0.43681592,0,0,0,0,1
"11-28-541-04764-579816",0.109916367,0.017921148,46015.62890625,17.135,80.345,"Khammam","Wyra","WYRA KHAMMAM","Treatment",1370,0.530656934,0.469343066,0,0,0,0,1
"11-28-541-04764-579817",0.174273863,0,25923.994140625,17.115,80.315,"Khammam","Wyra","WYRA KHAMMAM","Treatment",1526,0.512450852,0.487549148,0,0,1,0,1
"11-28-541-04764-579818",0.298087746,0.01912261,50006.59375,17.115,80.345,"Khammam","Wyra","WYRA KHAMMAM","Treatment",1444,0.473684211,0.526315789,0,0,0,0,1
"11-28-541-04764-579819",0.010615711,0,20779.806640625,17.125,80.365,"Khammam","Wyra","WYRA KHAMMAM","Treatment",1703,0.511450382,0.488549618,0,0,1,0,1
"11-28-541-04764-579820",0.105978258,0.005434783,22480.935546875,17.105,80.375,"Khammam","Wyra","WYRA KHAMMAM","Treatment",1233,0.502027575,0.497972425,0,0,0,0,1
"11-28-541-04764-579821",0.111850865,0.005326231,21893.13671875,17.085,80.355,"Khammam","Wyra","WYRA KHAMMAM","Treatment",2797,0.498391133,0.501608867,0,0,0,0,1
"11-28-541-04764-579822",0.558333337,0,22394.361328125,17.095,80.325,"Khammam","Wyra","WYRA KHAMMAM","Treatment",1701,0.492651382,0.507348618,0,0,1,0,1
"11-28-541-04764-579823",0.459546924,0,23527.830078125,17.085,80.305,"Khammam","Wyra","WYRA KHAMMAM","Treatment",1100,0.503636364,0.496363636,0,0,1,0,1
"11-28-541-04764-579824",0.063047282,0.003502627,22279.91796875,17.075,80.325,"Khammam","Wyra","WYRA KHAMMAM","Treatment",2000,0.5145,0.4855,0,0,0,0,1
"11-28-541-04764-579826",0.113233291,0.001364256,23148.7109375,17.075,80.375,"Khammam","Wyra","WYRA KHAMMAM","Treatment",2607,0.495972382,0.504027618,0,0,0,0,1
"11-28-541-04764-579827",0.231481478,0,34978.171875,17.085,80.395,"Khammam","Wyra","WYRA KHAMMAM","Treatment",791,0.585335019,0.414664981,0,0,1,0,1
"11-28-541-04764-579828",0.089743592,0.004273504,27590.58203125,17.105,80.395,"Khammam","Wyra","WYRA KHAMMAM","Treatment",1383,0.534345625,0.465654375,0,0,0,0,1
"11-28-541-04764-579829",0.730232537,0,22900.8515625,17.105,80.415,"Khammam","Wyra","WYRA KHAMMAM","Treatment",846,0.503546099,0.496453901,0,0,1,0,1
"11-28-541-04765-579830",0.386156648,0.034608379,23211.71875,17.105,80.285,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",2049,0.510492923,0.489507077,0,0,0,0,1
"11-28-541-04765-579831",0.292837709,0.054397099,25277.572265625,17.085,80.265,"Khammam","Bonakal","BONAKAL KHAMMAM","Treatment",3884,0.510556128,0.489443872,0,0,0,0,1
