"shrid2","lat","lon","Ycons","Y05k","Y10k","wave","D","R_PC1","R_PC1_scaled"
"11-28-541-04758-579691",17.185,80.085,0,0,0,"Treatment",1,-44.9095321328481,-0.921318080239518
"11-28-541-04758-579692",17.185,80.095,0,0,0,"Treatment",1,-115.03623715487,-2.35996591681218
"11-28-541-04758-579693",17.175,80.125,0,0,0,"Treatment",1,-49.3823573215764,-1.01307799223183
"11-28-541-04758-579694",17.175,80.135,0,0,0,"Treatment",1,7.62149030128236,0.156354708665638
"11-28-541-04758-579695",17.175,80.155,0,0,0,"Treatment",1,-13.8399216303501,-0.28392569286673
"11-28-541-04758-579696",17.145,80.145,0,0,0,"Treatment",1,6.18444284362133,0.126873711157384
"11-28-541-04758-579697",17.155,80.115,0,0,0,"Treatment",1,-10.3717311754646,-0.212775840707326
"11-28-541-04758-579698",17.125,80.115,0,0,0,"Treatment",1,-6.38051045333781,-0.130896033929458
"11-28-541-04758-579699",17.105,80.145,0,0,0,"Treatment",1,-23.1477310572006,-0.474875201915586
"11-28-541-04758-579700",17.105,80.155,0,0,0,"Treatment",1,-79.3437517359552,-1.62773535052936
"11-28-541-04758-579701",17.075,80.155,0,0,0,"Treatment",1,-74.853955046139,-1.53562726855935
"11-28-541-04758-579702",17.085,80.125,0,0,0,"Treatment",1,-132.60402779864,-2.72036876184938
"11-28-541-04758-579703",17.065,80.115,0,0,0,"Treatment",1,-6.29557526786093,-0.129153590436685
"11-28-541-04758-579706",17.025,80.145,0,0,0,"Treatment",1,-1.3279068835631,-0.0272419809915219
"11-28-541-04758-579707",17.015,80.115,0,0,0,"Treatment",1,-112.159056320623,-2.30094061423567
"11-28-541-04758-579708",17.005,80.135,0,0,0,"Treatment",1,5.87586831920981,0.120543311464048
"11-28-541-04759-579709",17.165,79.995,0,0,0,"Control",0,2.58593950696879,0.0530504930474084
"11-28-541-04759-579710",17.155,80.035,0,0,0,"Control",0,36.0331268959343,0.739218818815243
"11-28-541-04759-579711",17.145,80.075,0,0,0,"Control",0,39.8611559102834,0.817750751238151
"11-28-541-04759-579712",17.135,80.085,0,0,0,"Control",0,56.1401341018334,1.15171363669716
"11-28-541-04759-579713",17.115,80.085,0,0,0,"Control",0,50.7628044083721,1.04139783435614
"11-28-541-04759-579715",17.085,80.095,0,0,0,"Control",0,-8.41872951882368,-0.172710053967923
"11-28-541-04759-579716",17.105,80.065,0,0,0,"Control",0,24.1880715301016,0.496217764212901
"11-28-541-04759-579717",17.115,80.035,0,0,0,"Control",0,7.10709997138378,0.145802002174864
"11-28-541-04759-579718",17.135,80.045,0,0,1,"Control",0,22.1604310550085,0.454620763727513
"11-28-541-04759-579719",17.135,80.025,0,0,0,"Control",0,-3.13773530274988,-0.0643705718616211
"11-28-541-04759-579720",17.125,79.985,0,0,0,"Control",0,-12.5136745516721,-0.256717762736521
"11-28-541-04759-579721",17.105,79.985,0,0,0,"Control",0,-28.996450063833,-0.594861545819391
"11-28-541-04759-579722",17.105,80.005,0,0,0,"Control",0,19.1573877553697,0.393013395396109
"11-28-541-04759-579723",17.105,80.025,0,0,0,"Control",0,10.5523982099166,0.216482221010988
"11-28-541-04759-579724",17.085,80.005,0,0,0,"Control",0,33.9397144111924,0.696272506974663
"11-28-541-04759-579725",17.065,80.035,0,0,0,"Control",0,1.56291175453447,0.0320631008359643
"11-28-541-04759-579726",17.085,80.045,0,0,0,"Control",0,-37.747776119278,-0.774394810541501
"11-28-541-04759-579727",17.075,80.075,0,0,0,"Control",0,37.5272200658821,0.769870107877069
"11-28-541-04759-579728",17.035,80.075,0,0,0,"Control",0,45.2339561798802,0.927973632546565
"11-28-541-04759-579729",17.025,80.055,0,0,0,"Control",0,16.6909424283121,0.342414322864727
"11-28-541-04759-579730",17.005,80.065,0,0,0,"Control",0,37.3588676503004,0.766416361713146
"11-28-541-04759-579731",16.975,80.065,0,0,0,"Control",0,22.5636071442895,0.46289191247776
"11-28-541-04760-579732",17.215,80.215,0,0,1,"Holdout",NA,16.65915962926,0.341762299429686
"11-28-541-04760-579733",17.185,80.215,0,0,0,"Holdout",NA,-12.1864412334456,-0.25000457829169
"11-28-541-04760-579734",17.145,80.235,0,0,0,"Holdout",NA,-53.8882937811118,-1.1055171812285
"11-28-541-04760-579735",17.155,80.215,0,0,0,"Holdout",NA,-22.8784602534066,-0.469351117200516
"11-28-541-04760-579736",17.185,80.185,0,0,0,"Holdout",NA,36.6263883868547,0.751389565468268
"11-28-541-04760-579737",17.155,80.185,0,0,1,"Holdout",NA,-17.1914060257901,-0.35268132274115
"11-28-541-04760-579738",17.155,80.165,0,0,0,"Holdout",NA,11.1414235712476,0.228566063557121
"11-28-541-04760-579739",17.125,80.215,0,0,0,"Holdout",NA,36.445511641012,0.747678882939963
"11-28-541-04760-579740",17.105,80.225,0,0,0,"Holdout",NA,4.31038769569722,0.088427510336567
"11-28-541-04760-579741",17.115,80.185,0,0,0,"Holdout",NA,12.0657721223215,0.247529054087247
"11-28-541-04760-579742",17.075,80.175,0,0,0,"Holdout",NA,-49.8982499205348,-1.02366151773987
"11-28-541-04760-579743",17.035,80.175,0,0,0,"Holdout",NA,-3.3162255239747,-0.0680322948890158
"11-28-541-04760-579744",17.065,80.205,0,0,0,"Holdout",NA,31.7545634084454,0.65144418142166
"11-28-541-04760-579745",17.085,80.235,0,0,0,"Holdout",NA,54.561723204382,1.11933257127952
"11-28-541-04760-579746",17.115,80.255,0,0,0,"Holdout",NA,-18.0738415267364,-0.370784467954554
"11-28-541-04760-579747",17.135,80.275,0,0,0,"Holdout",NA,8.31660342481588,0.170614939358506
"11-28-541-04761-579748",17.245,80.255,0,0,0,"Buffer",0,-1.06736776380509,-0.0218970265855692
"11-28-541-04761-579749",17.275,80.295,0,0,0,"Buffer",0,7.56194192802004,0.155133075076289
"11-28-541-04761-579750",17.295,80.345,0,0,0,"Buffer",0,51.2225763429878,1.05083004564917
"11-28-541-04761-579751",17.235,80.355,0,0,0,"Buffer",0,44.2125541709069,0.907019592427057
"11-28-541-04761-579752",17.225,80.315,0,0,0,"Buffer",0,39.7134604971154,0.814720783031902
"11-28-541-04761-579753",17.255,80.325,0,0,0,"Buffer",0,26.2738156072435,0.539006758837448
"11-28-541-04761-579754",17.225,80.285,0,0,0,"Buffer",0,19.5808248602208,0.401700198442498
"11-28-541-04761-579755",17.215,80.245,0,0,0,"Buffer",0,-5.29194644757739,-0.108564166898684
"11-28-541-04761-579756",17.175,80.255,0,0,0,"Buffer",0,5.43124710407066,0.111421916853345
"11-28-541-04761-579758",17.205,80.285,0,0,0,"Buffer",0,-26.888885859437,-0.551624911756232
"11-28-541-04761-579759",17.205,80.325,0,0,0,"Buffer",0,-37.1988506494925,-0.763133616402998
"11-28-541-04761-579760",17.175,80.335,0,0,0,"Buffer",0,18.2435694679743,0.374266432997559
"11-28-541-04761-579761",17.195,80.315,0,0,0,"Buffer",0,39.8845571563854,0.818230827295727
"11-28-541-04761-579762",17.185,80.305,0,0,0,"Buffer",0,-15.5335847824792,-0.318671155795983
"11-28-541-04761-579763",17.165,80.305,0,0,0,"Buffer",0,7.55445104945194,0.154979399864505
"11-28-541-04761-579764",17.135,80.295,0,0,1,"Buffer",0,-11.8417276991338,-0.242932787591994
"11-28-541-04761-579765",17.145,80.315,0,0,0,"Buffer",0,21.8353117386273,0.447950947984808
"11-28-541-04762-579766",17.245,80.405,0,0,0,"Buffer",0,49.3686118316051,1.01279600380241
"11-28-541-04762-579767",17.275,80.415,1,0,0,"Buffer",0,47.4145955981322,0.972709403041244
"11-28-541-04762-579768",17.265,80.435,0,0,0,"Buffer",0,3.81434636865673,0.078251233242508
"11-28-541-04762-579769",17.295,80.445,0,0,1,"Buffer",0,55.59851598807,1.14060235280938
"11-28-541-04762-579770",17.245,80.455,0,0,0,"Buffer",0,44.9238529483318,0.921611871459384
"11-28-541-04762-579771",17.235,80.485,0,0,0,"Buffer",0,43.5694584986411,0.893826498621723
"11-28-541-04762-579772",17.205,80.495,0,0,0,"Buffer",0,29.9534555481036,0.614494492627627
"11-28-541-04762-579773",17.215,80.465,0,0,0,"Buffer",0,7.90689238518803,0.162209726243254
"11-28-541-04762-579774",17.215,80.425,0,0,0,"Buffer",0,-106.008949538946,-2.17477130664635
"11-28-541-04762-579775",17.195,80.405,0,0,0,"Buffer",0,29.9766930297686,0.614971209061319
"11-28-541-04762-579776",17.175,80.415,0,0,0,"Buffer",0,-10.4538150629248,-0.214459789882964
"11-28-541-04762-579777",17.195,80.455,0,0,0,"Buffer",0,45.5239493551577,0.933922836264361
"11-28-541-04762-579778",17.175,80.455,0,0,0,"Buffer",0,11.4289109722919,0.234463861370728
"11-28-541-04762-579779",17.165,80.465,0,0,0,"Buffer",0,-16.5282405321355,-0.339076496984169
"11-28-541-04762-579780",17.155,80.475,0,0,0,"Buffer",0,10.738128340477,0.220292470621792
"11-28-541-04762-579781",17.135,80.455,0,0,0,"Buffer",0,12.9623540010388,0.265922411934617
"11-28-541-04762-579782",17.115,80.435,0,0,0,"Buffer",0,16.781849353384,0.344279276466112
"11-28-541-04762-579783",17.095,80.435,0,0,0,"Buffer",0,46.8893036108609,0.961933049285291
"11-28-541-04762-579784",17.115,80.455,0,0,0,"Buffer",0,-30.6592528055837,-0.628973908097293
"11-28-541-04763-579785",17.165,80.495,0,0,0,"Treatment",1,-12.0446499235031,-0.247095732635395
"11-28-541-04763-579786",17.145,80.485,0,0,0,"Treatment",1,-3.48654064843531,-0.0715263059831335
"11-28-541-04763-579787",17.125,80.495,0,0,0,"Treatment",1,-119.902623871862,-2.45979973504346
"11-28-541-04763-579788",17.105,80.495,0,0,0,"Treatment",1,54.0473881289851,1.10878099833365
"11-28-541-04763-579789",17.085,80.475,0,0,0,"Treatment",1,28.2440515773863,0.579426107145535
"11-28-541-04763-579790",17.075,80.435,0,0,0,"Treatment",1,22.7801622425275,0.467334535633675
"11-28-541-04763-579791",17.045,80.455,0,0,0,"Treatment",1,61.2307999637296,1.25614853673462
"11-28-541-04763-579792",17.055,80.485,0,0,0,"Treatment",1,18.0660564919947,0.370624758135233
"11-28-541-04763-579793",17.075,80.495,0,0,1,"Treatment",1,32.1305285361006,0.659157097882772
"11-28-541-04763-579794",17.135,80.525,0,0,0,"Treatment",1,-33.5705926315838,-0.688699981650693
"11-28-541-04763-579795",17.135,80.555,0,0,1,"Treatment",1,39.3329668718076,0.806914964539405
"11-28-541-04763-579796",17.165,80.545,0,0,0,"Treatment",1,23.3552145586182,0.479131721458964
"11-28-541-04763-579797",17.165,80.525,0,0,1,"Treatment",1,19.0214708981765,0.390225064010891
"11-28-541-04763-579798",17.175,80.515,0,0,0,"Treatment",1,34.9248736107769,0.716483026643551
"11-28-541-04763-579799",17.215,80.545,0,0,0,"Treatment",1,30.8564634817221,0.633019680852287
"11-28-541-04763-579800",17.235,80.505,0,0,0,"Treatment",1,4.61121262674362,0.0945989272896537
"11-28-541-04763-579801",17.165,80.635,0,0,0,"Treatment",1,21.7620118333771,0.446447202014197
"11-28-541-04763-579802",17.245,80.575,0,0,1,"Treatment",1,49.0565507378645,1.00639407721471
"11-28-541-04763-579803",17.215,80.575,0,0,0,"Treatment",1,-6.38659673526327,-0.131020893871503
"11-28-541-04763-579804",17.195,80.555,0,0,0,"Treatment",1,-30.1891266610863,-0.619329280412518
"11-28-541-04763-579805",17.195,80.565,0,0,0,"Treatment",1,-54.1376373549167,-1.11063245925141
"11-28-541-04763-579806",17.195,80.595,0,0,0,"Treatment",1,-3.81788224199262,-0.0783237716075068
"11-28-541-04763-579807",17.165,80.585,0,0,0,"Treatment",1,13.8278163305494,0.283677352903175
"11-28-541-04764-579808",17.175,80.355,0,0,0,"Treatment",1,20.1954490742648,0.414309200898294
"11-28-541-04764-579809",17.175,80.385,0,0,0,"Treatment",1,36.7332535519412,0.753581902018352
"11-28-541-04764-579810",17.155,80.405,0,0,0,"Treatment",1,65.3363375768548,1.34037355205846
"11-28-541-04764-579811",17.145,80.425,0,0,1,"Treatment",1,34.9949452351991,0.717920544502809
"11-28-541-04764-579812",17.125,80.415,0,0,1,"Treatment",1,35.4582470259601,0.727425170718305
"11-28-541-04764-579813",17.125,80.395,0,0,1,"Treatment",1,67.45280253411,1.38379278487399
"11-28-541-04764-579814",17.145,80.395,0,0,1,"Treatment",1,52.3421577561132,1.07379823412108
"11-28-541-04764-579815",17.135,80.375,0,0,0,"Treatment",1,9.16079200306138,0.187933449780048
"11-28-541-04764-579816",17.135,80.345,0,0,0,"Treatment",1,59.1639225755655,1.21374659182633
"11-28-541-04764-579817",17.115,80.315,0,0,1,"Treatment",1,-1.21835938816456,-0.0249946164931105
"11-28-541-04764-579818",17.115,80.345,0,0,0,"Treatment",1,-27.8708640352537,-0.571770172791336
"11-28-541-04764-579819",17.125,80.365,0,0,1,"Treatment",1,37.6471752711294,0.772330986317892
"11-28-541-04764-579820",17.105,80.375,0,0,0,"Treatment",1,41.4476956530149,0.850298579740867
"11-28-541-04764-579821",17.085,80.355,0,0,0,"Treatment",1,28.1051678552382,0.576576910589946
"11-28-541-04764-579822",17.095,80.325,0,0,1,"Treatment",1,2.11122800535283,0.0433117968605349
"11-28-541-04764-579823",17.085,80.305,0,0,1,"Treatment",1,21.6942753780201,0.445057590097798
"11-28-541-04764-579824",17.075,80.325,0,0,0,"Treatment",1,-32.9580370397687,-0.676133416935176
"11-28-541-04764-579826",17.075,80.375,0,0,0,"Treatment",1,31.4140175008942,0.644457889494807
"11-28-541-04764-579827",17.085,80.395,0,0,1,"Treatment",1,29.1231193214044,0.597460162898409
"11-28-541-04764-579828",17.105,80.395,0,0,0,"Treatment",1,35.9549709425849,0.73761545112292
"11-28-541-04764-579829",17.105,80.415,0,0,1,"Treatment",1,45.822195921184,0.940041358114834
"11-28-541-04765-579830",17.105,80.285,0,0,0,"Treatment",1,-53.6846656294011,-1.10133975410097
"11-28-541-04765-579831",17.085,80.265,0,0,0,"Treatment",1,-10.146327319511,-0.208151685478288
"11-28-541-04765-579832",17.065,80.265,0,0,0,"Treatment",1,-0.221667422308783,-0.00454750237363942
"11-28-541-04765-579833",17.065,80.245,0,0,0,"Treatment",1,-4.72124736442839,-0.096856287553027
"11-28-541-04765-579834",17.045,80.225,0,0,0,"Treatment",1,27.8517459559009,0.571377965806967
"11-28-541-04765-579835",17.025,80.205,0,0,0,"Treatment",1,45.509789706936,0.93363235138739
"11-28-541-04765-579836",17.025,80.245,0,0,0,"Treatment",1,-38.7484880700121,-0.794924394563791
"11-28-541-04765-579837",17.045,80.275,0,0,0,"Treatment",1,22.6655512752464,0.464983294119126
"11-28-541-04765-579838",17.055,80.305,0,0,0,"Treatment",1,-16.0828946682946,-0.329940236221024
"11-28-541-04765-579839",17.045,80.325,0,0,0,"Treatment",1,28.2954388517929,0.580480315968396
"11-28-541-04765-579840",17.055,80.355,0,0,0,"Treatment",1,18.4971129035113,0.379467871093047
"11-28-541-04765-579841",17.035,80.345,0,0,0,"Treatment",1,-34.7548955763006,-0.71299593094317
"11-28-541-04765-579842",17.005,80.335,0,0,0,"Treatment",1,46.3784914988729,0.951453749857549
"11-28-541-04765-579843",17.025,80.305,0,0,0,"Treatment",1,36.7826498106198,0.754595265196621
"11-28-541-04765-579844",17.015,80.265,0,0,0,"Treatment",1,-17.0551122877382,-0.349885259653269
"11-28-541-04765-579845",17.005,80.305,0,0,0,"Treatment",1,15.291573860995,0.313706306976823
"11-28-541-04765-579846",16.975,80.305,0,0,0,"Treatment",1,20.8279018946775,0.427283956828083
"11-28-541-04765-579847",16.955,80.325,0,0,0,"Treatment",1,-15.8833997734769,-0.325847602769237
"11-28-541-04766-579848",17.025,80.365,0,0,0,"Buffer",0,3.96330069871761,0.0813070281015838
"11-28-541-04766-579849",17.045,80.375,0,0,1,"Buffer",0,19.1293538413863,0.392438280257158
"11-28-541-04766-579850",17.055,80.385,0,0,0,"Buffer",0,5.83685570220584,0.119742968470118
"11-28-541-04766-579852",16.995,80.365,0,0,0,"Buffer",0,33.755858869652,0.692500714517055
"11-28-541-04766-579853",16.975,80.345,0,0,0,"Buffer",0,8.51077966723966,0.174598460771484
"11-28-541-04766-579854",16.965,80.365,0,0,1,"Buffer",0,-34.904952938632,-0.716074354485414
"11-28-541-04766-579855",16.955,80.385,0,0,1,"Buffer",0,-15.1173307285446,-0.310131712883764
"11-28-541-04766-579856",16.935,80.425,0,0,0,"Buffer",0,27.0519010858645,0.55496916560011
"11-28-541-04766-579857",16.945,80.435,0,0,0,"Buffer",0,0.3347575041902,0.00686754295711555
"11-28-541-04766-579858",16.935,80.465,0,0,0,"Buffer",0,30.801577523378,0.63189369660413
"11-28-541-04766-579859",16.915,80.425,0,0,0,"Buffer",0,26.3546254559087,0.540664571134767
"11-28-541-04766-579860",16.885,80.415,0,0,0,"Buffer",0,25.1053282918846,0.515035266839133
"11-28-541-04766-579861",16.915,80.395,0,0,0,"Buffer",0,56.1345455134999,1.15159898692838
"11-28-541-04766-579862",16.935,80.365,0,0,0,"Buffer",0,-117.108424350246,-2.40247679230056
"11-28-541-04766-579863",16.945,80.345,0,0,1,"Buffer",0,46.2562614362706,0.948946202767297
"11-28-541-04766-579864",16.925,80.335,0,0,0,"Buffer",0,-81.4310284229751,-1.6705557866124
"11-28-541-04766-579865",16.885,80.345,0,0,0,"Buffer",0,-8.06933309439524,-0.165542193878784
"11-28-541-04766-579866",16.885,80.375,0,0,0,"Buffer",0,39.390116375467,0.808087385370741
"11-28-541-04766-579867",16.865,80.365,0,0,1,"Buffer",0,-0.923787995430143,-0.0189514907432198
"11-28-541-04766-579868",16.835,80.385,0,0,0,"Buffer",0,-10.8604310409444,-0.222801507876274
"11-28-541-04766-579869",16.865,80.395,0,0,0,"Buffer",0,-49.6967001280218,-1.01952672810632
"11-28-541-04766-579870",16.855,80.425,0,0,1,"Buffer",0,-22.3017645526095,-0.457520217373524
"11-28-541-04766-579871",16.855,80.445,0,0,0,"Buffer",0,5.14333420753149,0.105515390008866
"11-28-541-04767-579873",16.925,80.485,0,0,0,"Treatment",1,-12.6836369771457,-0.26020453821855
"11-28-541-04767-579874",16.915,80.505,0,0,1,"Treatment",1,10.270902106045,0.210707334529279
"11-28-541-04767-579875",16.925,80.535,0,0,0,"Treatment",1,19.1764751760792,0.393404973419071
"11-28-541-04767-579876",16.935,80.555,0,0,0,"Treatment",1,1.20762067275936,0.024774311978869
"11-28-541-04767-579877",16.895,80.585,0,1,1,"Treatment",1,-7.54343407055183,-0.154753386780683
"11-28-541-04767-579878",16.885,80.525,0,0,0,"Treatment",1,32.1594038995297,0.6597494753389
"11-28-541-04767-579879",16.915,80.475,0,0,0,"Treatment",1,-14.7394318059093,-0.302379124660466
"11-28-541-04767-579880",16.905,80.465,0,0,0,"Treatment",1,48.2579474837539,0.990010748731707
"11-28-541-04767-579881",16.895,80.455,0,0,0,"Treatment",1,-26.3803833967664,-0.541192994734277
"11-28-541-04767-579882",16.885,80.455,0,0,0,"Treatment",1,-28.9069570878639,-0.593025599353264
"11-28-541-04767-579883",16.875,80.485,0,0,0,"Treatment",1,49.3335067692301,1.01207582420716
"11-28-541-04767-579884",16.855,80.485,0,0,0,"Treatment",1,53.8867091035853,1.10548467160333
"11-28-541-04767-579885",16.865,80.455,0,0,0,"Treatment",1,-76.6605640965422,-1.5726898141485
"11-28-541-04767-579886",16.835,80.455,0,0,1,"Treatment",1,-39.4116197164816,-0.808528525946503
"11-28-541-04767-579887",16.845,80.505,0,0,0,"Treatment",1,17.6276086198587,0.361630009522698
"11-28-541-04767-579888",16.855,80.565,0,0,0,"Treatment",1,-5.64526894346359,-0.115812570258852
"11-28-541-04767-579890",16.825,80.535,0,0,0,"Treatment",1,21.5090316270902,0.441257318554592
"11-28-541-04767-579893",16.815,80.485,0,0,0,"Treatment",1,34.3508488663652,0.704706921429028
"11-28-541-04767-579894",16.795,80.485,1,1,1,"Treatment",1,55.7854473812078,1.14443724629597
"11-28-541-04767-579895",16.795,80.545,0,0,0,"Treatment",1,45.2088054629553,0.927457666132901
"11-28-541-04767-579896",16.795,80.585,0,0,1,"Treatment",1,4.45289613519653,0.0913510678902071
"11-28-541-04768-579897",17.135,80.695,0,0,0,"Buffer",0,12.3862122009721,0.254102875369128
"11-28-541-04768-579898",17.155,80.735,0,0,0,"Buffer",0,39.8919393378932,0.818382272589672
"11-28-541-04768-579899",17.175,80.725,0,0,0,"Buffer",0,63.1664187316963,1.29585771388889
"11-28-541-04768-579900",17.165,80.765,0,0,0,"Buffer",0,21.2816449063517,0.436592484897384
"11-28-541-04768-579901",17.125,80.795,0,0,0,"Buffer",0,-83.4576295862563,-1.71213146563845
"11-28-541-04768-579902",17.115,80.725,0,0,0,"Buffer",0,3.77282485851882,0.0773994203602063
"11-28-541-04768-579903",17.105,80.695,0,0,0,"Buffer",0,3.13687030272539,0.0643528264048302
"11-28-541-04768-579904",17.085,80.665,0,0,0,"Buffer",0,14.7865756464252,0.303346279528851
"11-28-541-04768-579905",17.095,80.715,0,0,0,"Buffer",0,1.01469695444109,0.0208164860708218
"11-28-541-04768-579906",17.095,80.765,0,0,0,"Buffer",0,18.4447565503231,0.378393781639945
"11-28-541-04768-579907",17.075,80.805,0,0,0,"Buffer",0,5.50187314281858,0.112870808510503
"11-28-541-04768-579908",17.095,80.835,0,0,0,"Buffer",0,37.6535943599242,0.772462673785662
"11-28-541-04768-579909",17.105,80.855,0,0,0,"Buffer",0,-3.9116285892043,-0.0802469758926691
"11-28-541-04768-579910",17.065,80.855,0,0,1,"Buffer",0,32.6678796702227,0.670180844775512
"11-28-543-04807-581721",18.995,83.345,1,0,1,"Buffer",0,68.7060724972089,1.4095035910567
"11-28-543-04807-581722",18.985,83.375,1,0,1,"Buffer",0,72.7537242370549,1.49254107894238
"11-28-543-04807-581723",18.985,83.395,1,1,1,"Buffer",0,61.3145932886648,1.25786755498308
"11-28-543-04807-581724",18.975,83.405,1,0,0,"Buffer",0,66.8016086913151,1.37043355727542
"11-28-543-04807-581725",18.965,83.405,1,0,1,"Buffer",0,59.6373806573166,1.22345957413179
"11-28-543-04807-581727",18.965,83.365,1,0,1,"Buffer",0,61.3734245555543,1.2590744771507
"11-28-543-04807-581728",18.975,83.345,1,1,1,"Buffer",0,71.6300526432873,1.46948898050308
"11-28-543-04807-581729",18.975,83.335,1,0,1,"Buffer",0,45.6715446615457,0.936950750782186
"11-28-543-04807-581730",18.985,83.325,1,1,1,"Buffer",0,-48.3264456149326,-0.991415986411113
"11-28-543-04807-581731",18.985,83.325,1,1,1,"Buffer",0,-48.3264456149326,-0.991415986411113
"11-28-543-04807-581733",18.955,83.335,1,0,1,"Buffer",0,38.1977094065213,0.783625182196511
"11-28-543-04807-581734",18.925,83.335,1,1,1,"Buffer",0,60.2167495973869,1.23534531540465
"11-28-543-04807-581735",18.955,83.375,1,1,1,"Buffer",0,-20.0510175109492,-0.411346190501164
"11-28-543-04807-581736",18.955,83.395,1,1,1,"Buffer",0,-3.39276841410482,-0.0696025706242887
"11-28-543-04807-581738",18.965,83.415,1,0,0,"Buffer",0,62.0474701173454,1.27290250727015
"11-28-543-04807-581739",18.945,83.425,0,0,1,"Buffer",0,57.191486210976,1.17328210247377
"11-28-543-04807-581740",18.945,83.405,1,0,1,"Buffer",0,24.6944483545783,0.506606073813291
"11-28-543-04807-581743",18.945,83.365,1,0,1,"Buffer",0,30.2699987684824,0.620988369946355
"11-28-543-04807-581744",18.935,83.375,1,1,1,"Buffer",0,-36.9764758423441,-0.758571602044676
"11-28-543-04807-581745",18.925,83.355,1,0,0,"Buffer",0,62.4990114311316,1.2821658675549
"11-28-543-04807-581748",18.925,83.385,1,0,1,"Buffer",0,65.3556622906841,1.34076999814464
"11-28-543-04807-581750",18.925,83.395,1,0,1,"Buffer",0,13.7975863800005,0.283057186121588
"11-28-543-04807-581754",18.935,83.435,1,0,0,"Buffer",0,44.4706523486028,0.912314470959406
"11-28-543-04807-581755",18.935,83.445,1,0,1,"Buffer",0,44.7145783899145,0.917318608420401
"11-28-543-04807-581756",18.945,83.465,1,0,0,"Buffer",0,27.649508461305,0.567229067980056
"11-28-543-04807-581757",18.985,83.465,1,0,1,"Buffer",0,58.8332066681995,1.20696196214064
"11-28-543-04807-581759",18.955,83.505,0,0,1,"Buffer",0,31.2218272426291,0.640515110503884
"11-28-543-04807-581760",18.945,83.515,1,0,0,"Buffer",0,33.9241183090994,0.695952553277594
"11-28-543-04807-581761",18.935,83.505,1,0,0,"Buffer",0,43.0476625917809,0.883121866879776
"11-28-543-04807-581762",18.945,83.475,1,0,0,"Buffer",0,42.4958046131008,0.871800512384735
"11-28-543-04807-581763",18.935,83.465,1,0,1,"Buffer",0,29.4435268263653,0.604033315931749
"11-28-543-04807-581764",18.925,83.435,0,0,0,"Buffer",0,49.1499256467575,1.0083096614508
"11-28-543-04807-581765",18.915,83.435,0,0,0,"Buffer",0,49.2614654457151,1.01059789801362
"11-28-543-04807-581766",18.925,83.455,0,0,0,"Buffer",0,34.1316645489887,0.700210359899361
"11-28-543-04807-581767",18.925,83.465,1,0,1,"Buffer",0,21.4247413289245,0.439528104911058
"11-28-543-04807-581768",18.915,83.485,1,0,0,"Buffer",0,31.5165745818555,0.646561845792252
"11-28-543-04807-581769",18.915,83.505,1,0,0,"Buffer",0,19.8424492766305,0.407067417685786
"11-28-543-04807-581770",18.905,83.515,1,0,1,"Buffer",0,25.2133064009097,0.51725043541004
"11-28-543-04807-581771",18.905,83.495,1,0,0,"Buffer",0,31.2936585390724,0.641988727996591
"11-28-543-04807-581772",18.905,83.475,0,0,0,"Buffer",0,8.11816526576844,0.166543984818187
"11-28-543-04807-581773",18.905,83.455,0,0,1,"Buffer",0,27.3801745574151,0.561703688767884
"11-28-543-04807-581774",18.895,83.445,0,0,0,"Buffer",0,45.3208971824799,0.929757225334223
"11-28-543-04807-581775",18.905,83.425,0,0,1,"Buffer",0,52.5627287044674,1.07832324235526
"11-28-543-04807-581776",18.915,83.415,1,0,1,"Buffer",0,29.5238097630273,0.60568031864072
"11-28-543-04807-581777",18.915,83.405,1,1,1,"Buffer",0,0.411174430562465,0.00843523454862079
"11-28-543-04807-581778",18.895,83.395,1,0,1,"Buffer",0,32.2156254867819,0.660902859985215
"11-28-543-04807-581779",18.885,83.385,1,0,1,"Buffer",0,36.316299103073,0.745028090519219
"11-28-543-04807-581780",18.885,83.395,1,0,0,"Buffer",0,45.8423765320722,0.940455362910666
"11-28-543-04807-581781",18.885,83.425,0,0,1,"Buffer",0,57.92992275046,1.18843111210771
"11-28-543-04807-581782",18.895,83.465,1,0,1,"Buffer",0,-1.84206455098135,-0.0377899144165449
"11-28-543-04807-581783",18.905,83.475,1,0,0,"Buffer",0,8.11816526576844,0.166543984818187
"11-28-543-04807-581784",18.895,83.475,0,0,0,"Buffer",0,14.8655670407871,0.304966786275475
"11-28-543-04807-581785",18.895,83.485,0,0,0,"Buffer",0,21.2618453836443,0.436186298117338
"11-28-543-04807-581786",18.895,83.505,0,0,0,"Buffer",0,25.0615128396814,0.514136393784983
"11-28-543-04807-581787",18.885,83.515,1,0,0,"Buffer",0,21.6085276252069,0.443298476803696
"11-28-543-04807-581788",18.885,83.495,1,1,1,"Buffer",0,33.5991522996373,0.689285882623019
"11-28-543-04807-581789",18.875,83.485,1,0,1,"Buffer",0,18.213113749261,0.373641634586964
"11-28-543-04807-581791",18.875,83.475,0,0,0,"Buffer",0,8.58802385172459,0.176183123545276
"11-28-543-04807-581792",18.885,83.465,1,0,0,"Buffer",0,1.52280970898524,0.031240408238994
"11-28-543-04807-581793",18.885,83.455,1,0,0,"Buffer",0,26.7741528680225,0.549271166919224
"11-28-543-04807-581794",18.875,83.445,1,0,0,"Buffer",0,50.2340098538449,1.0305496255087
