"shrid2","lat","lon","Ycons","Y05k","Y10k","wave","D","R_PC1","R_PC1_scaled"
"11-28-543-04807-581795",18.875,83.435,0,0,0,"Buffer",0,53.7094431395152,1.10184806418498
"11-28-543-04807-581796",18.865,83.415,1,0,0,"Buffer",0,47.0862090146176,0.965972559383976
"11-28-543-04807-581797",18.855,83.405,1,0,0,"Buffer",0,35.8524730050587,0.735512708151766
"11-28-543-04807-581798",18.845,83.425,0,0,0,"Buffer",0,33.0719598491241,0.678470540904767
"11-28-543-04807-581799",18.855,83.435,1,0,0,"Buffer",0,-1.54329344133037,-0.0316606315649577
"11-28-543-04807-581801",18.865,83.445,1,0,1,"Buffer",0,38.378174306099,0.787327415707601
"11-28-543-04807-581802",18.855,83.455,1,0,1,"Buffer",0,14.2622071246008,0.292588870646565
"11-28-543-04807-581805",18.855,83.465,1,0,0,"Buffer",0,44.2990525295969,0.908794104384483
"11-28-543-04807-581806",18.845,83.485,0,0,1,"Buffer",0,32.5444197964659,0.66764806813603
"11-28-543-04807-581807",18.835,83.475,0,0,0,"Buffer",0,34.1221709084938,0.700015598069971
"11-28-543-04807-581808",18.835,83.455,0,0,0,"Buffer",0,35.5287291376377,0.728871109714728
"11-28-543-04807-581809",18.835,83.445,1,1,1,"Buffer",0,39.4116730144209,0.808529619352576
"11-28-543-04807-581812",18.835,83.415,0,0,0,"Buffer",0,-1.75069417445678,-0.0359154531186324
"11-28-543-04807-581813",18.835,83.405,1,0,1,"Buffer",0,34.580197944362,0.709412012802942
"11-28-543-04807-581814",18.825,83.405,0,0,0,"Buffer",0,4.49840279262354,0.0922846359829396
"11-28-543-04807-581816",18.805,83.435,0,0,0,"Buffer",0,-6.78050188239255,-0.139101849444054
"11-28-543-04807-581817",18.815,83.445,0,0,0,"Buffer",0,-57.0157180935764,-1.16967622334746
"11-28-543-04807-581818",18.815,83.455,1,0,0,"Buffer",0,32.6272234075585,0.669346782426418
"11-28-543-04807-581819",18.815,83.475,1,0,0,"Buffer",0,50.7601726548972,1.04134384399053
"11-28-543-04808-581820",19.075,83.585,1,1,1,"Buffer",0,49.0712165928256,1.00669494691199
"11-28-543-04808-581821",19.065,83.605,1,0,1,"Buffer",0,41.9868706354034,0.861359742841338
"11-28-543-04808-581822",19.075,83.605,1,1,1,"Buffer",0,40.9849191567787,0.840804729931184
"11-28-543-04808-581823",19.075,83.605,1,1,1,"Buffer",0,40.9849191567787,0.840804729931184
"11-28-543-04808-581824",19.075,83.615,1,1,1,"Buffer",0,42.6699147377788,0.875372377826221
"11-28-543-04808-581826",19.105,83.605,1,1,1,"Buffer",0,47.3774925229977,0.971948234257461
"11-28-543-04808-581827",19.115,83.605,1,0,1,"Buffer",0,12.7111995794156,0.260769984407893
"11-28-543-04808-581828",19.125,83.605,1,0,0,"Buffer",0,53.7280065308992,1.10222889175767
"11-28-543-04808-581830",19.115,83.645,1,0,1,"Buffer",0,43.0204403473544,0.882563403124228
"11-28-543-04808-581831",19.105,83.645,1,0,0,"Buffer",0,43.6472930792665,0.895423273359566
"11-28-543-04808-581833",19.085,83.645,1,1,1,"Buffer",0,44.3749122771447,0.910350365464455
"11-28-543-04808-581834",19.075,83.645,1,0,0,"Buffer",0,44.5952443931617,0.914870474058403
"11-28-543-04808-581835",19.065,83.655,1,0,0,"Buffer",0,51.3288637864559,1.05301053025275
"11-28-543-04808-581836",19.055,83.655,1,0,0,"Buffer",0,48.9489251407376,1.00418614041776
"11-28-543-04808-581838",19.045,83.675,1,1,1,"Buffer",0,30.0901057318069,0.617297868190334
"11-28-543-04808-581839",19.045,83.655,1,0,1,"Buffer",0,53.2436407306957,1.09229213784411
"11-28-543-04808-581841",19.045,83.625,1,1,1,"Buffer",0,55.3190031518711,1.13486815302107
"11-28-543-04808-581843",19.055,83.605,1,1,1,"Buffer",0,45.4676122354575,0.932767081472374
"11-28-543-04808-581844",19.055,83.585,1,1,1,"Buffer",0,52.2528415630908,1.07196591435328
"11-28-543-04808-581845",19.045,83.585,1,1,1,"Buffer",0,34.6337975292328,0.71051160712712
"11-28-543-04808-581846",19.055,83.595,1,0,0,"Buffer",0,40.2481728417851,0.825690395216107
"11-28-543-04808-581847",19.045,83.605,1,0,0,"Buffer",0,41.0272600324114,0.841673352078887
"11-28-543-04808-581848",19.035,83.625,1,0,0,"Buffer",0,43.1588223171647,0.88540230624146
"11-28-543-04808-581849",19.035,83.635,1,0,0,"Buffer",0,62.4026866848067,1.28018976746771
"11-28-543-04808-581850",19.035,83.655,1,0,1,"Buffer",0,43.2595165585854,0.887468046426027
"11-28-543-04808-581851",19.035,83.675,1,0,0,"Buffer",0,-14.5793872700532,-0.299095814469399
"11-28-543-04808-581852",19.025,83.685,1,0,0,"Buffer",0,23.7630217170561,0.487497876492789
"11-28-543-04808-581853",19.015,83.705,0,0,0,"Buffer",0,-22.3916132631181,-0.459363461726034
"11-28-543-04808-581854",19.005,83.685,1,0,0,"Buffer",0,0.292466320035527,0.0059999402290092
"11-28-543-04808-581856",19.015,83.655,1,0,0,"Buffer",0,67.5871574029914,1.38654907210277
"11-28-543-04808-581857",19.035,83.645,1,0,0,"Buffer",0,40.9322542521797,0.839724310552563
"11-28-543-04808-581858",19.035,83.625,1,1,1,"Buffer",0,43.1588223171647,0.88540230624146
"11-28-543-04808-581859",19.025,83.615,1,0,1,"Buffer",0,33.3929938566733,0.685056546625154
"11-28-543-04808-581860",19.015,83.615,1,0,0,"Buffer",0,38.8720298014153,0.797458850511121
"11-28-543-04808-581861",19.025,83.605,1,1,1,"Buffer",0,43.1838587222767,0.885915927550756
"11-28-543-04808-581863",19.035,83.595,1,0,1,"Buffer",0,36.8600435545311,0.756182996178811
"11-28-543-04808-581864",19.045,83.585,1,0,1,"Buffer",0,34.6337975292328,0.71051160712712
"11-28-543-04808-581865",19.035,83.575,1,0,0,"Buffer",0,32.2157877500313,0.660906188812267
"11-28-543-04808-581866",19.045,83.575,1,1,1,"Buffer",0,51.3845262411865,1.05415244430748
"11-28-543-04808-581867",19.055,83.555,1,0,1,"Buffer",0,50.9273001488739,1.04477246091423
"11-28-543-04808-581868",19.065,83.555,1,0,1,"Buffer",0,48.9653258844296,1.00452260131983
"11-28-543-04808-581870",19.015,83.555,1,0,0,"Buffer",0,42.7212519254435,0.876425559120656
"11-28-543-04808-581871",19.015,83.575,1,1,1,"Buffer",0,31.7347577563778,0.651037868897921
"11-28-543-04808-581873",19.015,83.615,1,0,1,"Buffer",0,38.8720298014153,0.797458850511121
"11-28-543-04808-581874",19.005,83.615,1,0,1,"Buffer",0,49.0739895728024,1.00675183453623
"11-28-543-04808-581875",19.015,83.625,1,1,1,"Buffer",0,48.9345588675926,1.00389141663496
"11-28-543-04808-581876",19.005,83.625,1,1,1,"Buffer",0,48.783257793938,1.00078747838182
"11-28-543-04808-581877",18.995,83.645,1,0,0,"Buffer",0,48.4331269474799,0.993604551640631
"11-28-543-04808-581878",19.005,83.585,1,0,0,"Buffer",0,49.9135191921308,1.02397476651636
"11-28-543-04808-581879",18.995,83.575,1,0,1,"Buffer",0,22.2897331333956,0.45727339306861
"11-28-543-04808-581880",19.005,83.565,1,1,1,"Buffer",0,50.910933542291,1.04443670033422
"11-28-543-04808-581881",19.005,83.545,1,1,1,"Buffer",0,40.4270132944251,0.829359303233408
"11-28-543-04808-581883",18.995,83.525,1,1,1,"Buffer",0,52.1860012177627,1.07059468611474
"11-28-543-04808-581884",19.005,83.505,1,0,1,"Buffer",0,34.5630487616056,0.709060197689658
"11-28-543-04808-581885",19.015,83.485,1,0,0,"Buffer",0,44.9294390062938,0.921726469317639
"11-28-543-04808-581886",19.035,83.495,1,1,1,"Buffer",0,41.4557103119486,0.850463000295521
"11-28-543-04808-581887",19.025,83.505,1,1,1,"Buffer",0,40.1026473055081,0.822704941987336
"11-28-543-04808-581888",19.045,83.495,1,0,1,"Buffer",0,42.4535699000667,0.870934068160446
"11-28-543-04808-581889",19.055,83.485,1,1,1,"Buffer",0,55.01240920116,1.12857838475436
"11-28-543-04808-581890",19.045,83.475,1,0,1,"Buffer",0,59.8839605778203,1.228518155867
"11-28-543-04808-581891",19.055,83.475,1,1,1,"Buffer",0,47.0463962742012,0.965155801875548
"11-28-543-04808-581892",19.065,83.475,1,0,1,"Buffer",0,49.708148994265,1.01976160134964
"11-28-543-04808-581893",19.035,83.475,1,0,0,"Buffer",0,51.0845495038774,1.04799842803057
"11-28-543-04808-581894",19.025,83.485,1,1,1,"Buffer",0,47.9086327912518,0.98284456537127
"11-28-543-04808-581895",18.995,83.485,1,1,1,"Buffer",0,47.3990556593718,0.97239060153373
"11-28-543-04808-581896",18.995,83.485,1,1,1,"Buffer",0,47.3990556593718,0.97239060153373
"11-28-543-04808-581898",18.975,83.525,1,1,1,"Buffer",0,38.5324428303779,0.790492231146104
"11-28-543-04808-581899",18.975,83.545,1,1,1,"Buffer",0,44.7491563241453,0.918027973993168
"11-28-543-04808-581900",18.995,83.555,1,1,1,"Buffer",0,37.9907153543987,0.779378703694833
"11-28-543-04808-581901",18.985,83.565,1,1,1,"Buffer",0,33.5968245752208,0.689238129406967
"11-28-543-04808-581902",18.975,83.575,1,0,1,"Buffer",0,35.0303178850334,0.718646213648993
"11-28-543-04808-581903",18.985,83.585,1,1,1,"Buffer",0,35.339261862925,0.724984192672479
"11-28-543-04808-581904",18.985,83.615,1,0,1,"Buffer",0,42.8873414960083,0.879832883068006
"11-28-543-04808-581905",18.975,83.635,1,0,0,"Buffer",0,43.7175882596384,0.896865377464297
"11-28-543-04808-581906",18.985,83.655,1,0,0,"Buffer",0,49.459665922639,1.01466397651032
"11-28-543-04808-581907",18.995,83.665,1,0,1,"Buffer",0,48.4894321789047,0.994759652245337
"11-28-543-04808-581908",19.005,83.675,1,0,0,"Buffer",0,37.2503556361972,0.764190240091108
"11-28-543-04808-581909",18.995,83.695,1,0,1,"Buffer",0,-1.11664136991458,-0.0229078735490374
"11-28-543-04808-581912",18.975,83.665,0,0,0,"Buffer",0,27.5044315347622,0.56425281797028
"11-28-543-04808-581913",18.965,83.655,0,0,0,"Buffer",0,47.435705961155,0.973142481682006
"11-28-543-04808-581914",18.955,83.635,1,1,1,"Buffer",0,43.5993013684984,0.894438724451297
"11-28-543-04808-581915",18.965,83.615,1,0,0,"Buffer",0,25.8688633090342,0.530699171199459
"11-28-543-04808-581918",18.945,83.615,1,0,1,"Buffer",0,2.46161710374137,0.0505000216344927
"11-28-543-04808-581919",18.935,83.615,1,0,0,"Buffer",0,26.2308656851335,0.538125642114437
"11-28-543-04808-581920",18.955,83.585,1,0,1,"Buffer",0,10.0256859069862,0.20567672951001
"11-28-543-04808-581921",18.955,83.585,1,0,1,"Buffer",0,10.0256859069862,0.20567672951001
"11-28-543-04808-581922",18.975,83.565,1,0,0,"Buffer",0,41.4862736480104,0.851090006473695
"11-28-543-04808-581923",18.955,83.575,1,1,1,"Buffer",0,13.5957414719596,0.278916342199361
"11-28-543-04808-581924",18.955,83.565,1,0,1,"Buffer",0,26.6305032443065,0.546324197996064
"11-28-543-04808-581926",18.975,83.525,1,1,1,"Buffer",0,38.5324428303779,0.790492231146104
"11-28-543-04808-581927",18.975,83.515,1,1,1,"Buffer",0,31.5063491204665,0.64635207067305
"11-28-543-04808-581928",18.975,83.495,1,1,1,"Buffer",0,-12.7381657013824,-0.261323193816721
"11-28-543-04808-581929",18.975,83.485,1,1,1,"Buffer",0,27.6394674447462,0.567023076742556
"11-28-543-04808-581930",18.965,83.475,1,0,1,"Buffer",0,30.753176221173,0.630900744936394
"11-28-543-04808-581931",18.955,83.495,1,0,1,"Buffer",0,42.7149459184385,0.876296191523356
"11-28-543-04808-581932",18.945,83.505,1,0,1,"Buffer",0,18.9976134224393,0.38973562841222
"11-28-543-04808-581933",18.935,83.525,1,0,0,"Buffer",0,25.8183733883655,0.529663371569118
"11-28-543-04808-581934",18.935,83.535,1,0,1,"Buffer",0,3.56305078118512,0.0730959097014581
"11-28-543-04808-581935",18.945,83.535,1,1,1,"Buffer",0,24.5787211657461,0.504231933037765
"11-28-543-04808-581936",18.955,83.515,1,1,1,"Buffer",0,34.8578979849729,0.715109023128972
"11-28-543-04808-581937",18.965,83.525,1,1,1,"Buffer",0,32.6319231432137,0.669443197401722
"11-28-543-04808-581938",18.965,83.545,1,0,0,"Buffer",0,32.2324999288347,0.661249038798906
"11-28-543-04808-581940",18.935,83.555,1,0,0,"Buffer",0,11.2291356352714,0.230365474653217
"11-28-543-04808-581941",18.935,83.575,1,0,0,"Buffer",0,-4.86934482335761,-0.0998945037193722
"11-28-543-04808-581942",18.915,83.585,1,0,0,"Buffer",0,25.3350347465043,0.519747689786732
"11-28-543-04808-581943",18.905,83.605,1,0,1,"Buffer",0,23.9354576904262,0.491035396756407
"11-28-543-04809-581945",18.935,83.645,0,0,0,"Buffer",0,49.9308195072797,1.02432968210741
"11-28-543-04809-581946",18.935,83.655,1,1,1,"Buffer",0,55.0193295551392,1.12872035566654
"11-28-543-04809-581947",18.955,83.645,0,0,0,"Buffer",0,31.4669525198526,0.645543850263668
"11-28-543-04809-581948",18.945,83.665,0,0,0,"Buffer",0,13.6356441205145,0.279734944171305
"11-28-543-04809-581949",18.935,83.675,1,0,0,"Buffer",0,-2.68029607897007,-0.054986216080929
"11-28-543-04809-581950",18.955,83.675,1,0,1,"Buffer",0,-44.8738790243547,-0.920586657490011
"11-28-543-04809-581952",18.975,83.715,1,1,1,"Buffer",0,-37.5963016777976,-0.771287315651168
"11-28-543-04809-581953",18.945,83.725,1,0,0,"Buffer",0,-59.5463312615634,-1.22159169774746
"11-28-543-04809-581954",18.955,83.705,1,0,1,"Buffer",0,7.99481400202303,0.164013436310737
"11-28-543-04809-581955",18.935,83.715,0,0,0,"Buffer",0,7.40075774536901,0.151826385055878
"11-28-543-04809-581956",18.915,83.735,1,0,0,"Buffer",0,-12.8160630383944,-0.262921256000476
"11-28-543-04809-581957",18.915,83.745,1,0,1,"Buffer",0,-21.6655704299708,-0.444468708709499
"11-28-543-04809-581958",18.895,83.755,1,0,1,"Buffer",0,-13.1870978747577,-0.270533027642385
"11-28-543-04809-581959",18.895,83.735,1,0,0,"Buffer",0,65.1149106010491,1.33583098243963
"11-28-543-04809-581960",18.895,83.715,1,0,0,"Buffer",0,37.672655863951,0.772853720128439
"11-28-543-04809-581961",18.915,83.685,1,0,0,"Buffer",0,-12.5761053677801,-0.257998529578497
"11-28-543-04809-581962",18.915,83.645,0,0,0,"Buffer",0,46.1401303327638,0.946563775690959
"11-28-543-04809-581964",18.915,83.615,1,0,1,"Buffer",0,22.1270710923524,0.453936384815252
"11-28-543-04809-581967",18.885,83.655,1,1,1,"Buffer",0,18.8324951433749,0.386348230488988
"11-28-543-04809-581968",18.885,83.675,1,0,0,"Buffer",0,-1.60622420703025,-0.0329516548619964
"11-28-543-04809-581969",18.885,83.695,1,0,1,"Buffer",0,15.1596961769979,0.311000839142349
"11-28-543-04809-581970",18.875,83.725,1,0,1,"Buffer",0,-9.0031160358959,-0.184698730724434
"11-28-543-04809-581971",18.875,83.735,1,0,0,"Buffer",0,18.6853981446824,0.383330538742758
"11-28-543-04809-581972",18.875,83.755,1,0,0,"Buffer",0,36.7999994947797,0.75495119359186
"11-28-543-04809-581974",18.875,83.775,1,1,1,"Buffer",0,20.9420761979705,0.429626240190365
"11-28-543-04809-581975",18.875,83.775,1,0,1,"Buffer",0,20.9420761979705,0.429626240190365
"11-28-543-04809-581976",18.865,83.785,1,0,1,"Buffer",0,6.19952877655028,0.127183198745089
"11-28-543-04809-581977",18.845,83.765,1,1,1,"Buffer",0,20.6906573109882,0.424468387162519
"11-28-543-04809-581978",18.855,83.755,1,0,1,"Buffer",0,46.0199099386312,0.94409745690589
"11-28-543-04809-581979",18.855,83.735,1,1,1,"Buffer",0,52.4824701704889,1.07667674026681
"11-28-543-04809-581980",18.865,83.735,1,0,0,"Buffer",0,60.8632070089166,1.24860737521826
"11-28-543-04809-581981",18.865,83.725,1,0,1,"Buffer",0,19.6181887978061,0.402466718813819
"11-28-543-04809-581982",18.865,83.705,1,1,1,"Buffer",0,18.3421368677161,0.37628854107109
"11-28-543-04809-581983",18.865,83.705,1,0,1,"Buffer",0,18.3421368677161,0.37628854107109
"11-28-543-04809-581984",18.865,83.685,1,0,1,"Buffer",0,63.5063964429279,1.30283234928053
"11-28-543-04809-581985",18.865,83.665,1,1,1,"Buffer",0,45.0412743348033,0.924020768662833
"11-28-543-04809-581987",18.865,83.645,1,0,0,"Buffer",0,45.6978521289412,0.937490447906731
"11-28-543-04809-581988",18.885,83.635,1,1,1,"Buffer",0,50.9938892378616,1.04613853463438
"11-28-543-04809-581989",18.885,83.615,1,0,1,"Buffer",0,55.4204598203406,1.13694953438005
"11-28-543-04809-581990",18.885,83.605,1,0,0,"Buffer",0,15.7552828919021,0.323219287715105
"11-28-543-04809-581993",18.905,83.565,1,1,1,"Buffer",0,41.4746644965975,0.850851844983584
"11-28-543-04809-581994",18.915,83.555,1,1,1,"Buffer",0,-16.9617877100443,-0.34797070796064
"11-28-543-04809-581996",18.885,83.555,1,0,0,"Buffer",0,44.3671807302873,0.910191752947922
"11-28-543-04809-581998",18.885,83.555,0,0,0,"Buffer",0,44.3671807302873,0.910191752947922
"11-28-543-04809-581999",18.895,83.525,0,0,0,"Buffer",0,12.4861218993075,0.25615252066927
"11-28-543-04809-582000",18.875,83.505,1,0,0,"Buffer",0,28.3252868375487,0.581092646750516
"11-28-543-04809-582001",18.865,83.555,0,0,0,"Buffer",0,-32.9083414653954,-0.675113913301903
"11-28-543-04809-582003",18.875,83.585,1,0,0,"Buffer",0,56.4393195574936,1.15785141984816
"11-28-543-04809-582004",18.825,83.615,1,0,1,"Buffer",0,45.9706421743352,0.943086729787099
"11-28-543-04809-582005",18.875,83.615,1,0,0,"Buffer",0,39.9543350295777,0.81966231885486
"11-28-543-04809-582006",18.865,83.635,1,1,1,"Buffer",0,37.9896857488663,0.779357581359607
"11-28-543-04809-582008",18.835,83.655,1,0,1,"Buffer",0,37.0604557899384,0.76029444885295
"11-28-543-04809-582009",18.855,83.665,1,0,0,"Buffer",0,41.4342614657803,0.850022977680351
"11-28-543-04809-582010",18.845,83.675,1,0,1,"Buffer",0,34.9089773502549,0.716156915202804
"11-28-543-04809-582013",18.855,83.715,1,1,1,"Buffer",0,17.0615251578837,0.350016819545583
"11-28-543-04809-582014",18.855,83.725,1,0,1,"Buffer",0,46.2647494588062,0.949120334366004
"11-28-543-04809-582015",18.845,83.735,1,0,0,"Buffer",0,56.5662252229235,1.16045488682928
"11-28-543-04809-582016",18.835,83.705,1,1,1,"Buffer",0,57.8223410725239,1.18622407631201
"11-28-543-04809-582017",18.825,83.685,1,1,1,"Buffer",0,52.7567136578694,1.08230283947809
"11-28-543-04809-582018",18.815,83.705,1,0,0,"Buffer",0,74.7229102610898,1.53293888762878
"11-28-543-04809-582019",18.795,83.695,1,0,1,"Buffer",0,48.0747260338776,0.986251964650872
"11-28-543-04809-582020",18.795,83.715,1,1,1,"Buffer",0,26.6214853156582,0.546139195384918
"11-28-543-04809-582021",18.805,83.735,1,0,0,"Buffer",0,41.9243911747248,0.860077978057048
"11-28-543-04809-582022",18.825,83.725,1,0,0,"Buffer",0,64.004742061192,1.3130558988592
"11-28-543-04809-582023",18.835,83.745,1,0,0,"Buffer",0,55.4174355721247,1.13688749199332
"11-28-543-04809-582024",18.825,83.765,1,0,0,"Buffer",0,32.3885040238044,0.664449459432589
"11-28-543-04809-582025",18.835,83.765,1,0,1,"Buffer",0,24.6258138104669,0.505198037625522
"11-28-543-04809-582026",18.845,83.785,1,0,0,"Buffer",0,8.0271359118941,0.164676519592567
"11-28-543-04809-582027",18.855,83.805,1,0,0,"Buffer",0,19.1836160997831,0.393551469314388
"11-28-543-04809-582028",18.835,83.805,1,0,1,"Buffer",0,4.51365724319937,0.0925975807065243
"11-28-543-04809-582029",18.825,83.805,1,0,1,"Buffer",0,34.4748181138397,0.707250147859313
"11-28-543-04809-582031",18.805,83.765,1,0,0,"Buffer",0,24.6747112981816,0.506201168528258
"11-28-543-04809-582033",18.785,83.755,1,1,1,"Buffer",0,2.7293538047317,0.0559926342637312
"11-28-543-04809-582034",18.785,83.735,1,0,1,"Buffer",0,40.7837426890335,0.836677599047165
"11-28-543-04809-582035",18.785,83.725,1,0,1,"Buffer",0,45.2063735285093,0.927407775050348
"11-28-543-04809-582036",18.765,83.745,1,0,1,"Buffer",0,33.1291826132911,0.679644464673832
"11-28-543-04809-582037",18.775,83.755,1,0,0,"Buffer",0,-17.0097992576601,-0.348955663821411
"11-28-543-04809-582038",18.765,83.755,1,1,1,"Buffer",0,20.5586918868597,0.42176111934115
"11-28-543-04810-582039",18.855,83.485,0,0,1,"Treatment",1,35.9261207105795,0.737023589237407
"11-28-543-04810-582040",18.855,83.495,0,0,1,"Treatment",1,46.2100470489708,0.947998115611533
"11-28-543-04810-582041",18.855,83.505,0,0,0,"Treatment",1,39.1611566681557,0.803390281928019
"11-28-543-04810-582042",18.865,83.515,0,1,1,"Treatment",1,34.985127265357,0.717719129063878
"11-28-543-04810-582043",18.865,83.525,1,0,0,"Treatment",1,31.0079268671379,0.636126948927693
"11-28-543-04810-582044",18.845,83.525,0,0,0,"Treatment",1,5.3581625222513,0.109922588238259
"11-28-543-04810-582045",18.825,83.545,0,0,0,"Treatment",1,46.74958195048,0.959066662444981
"11-28-543-04810-582046",18.845,83.545,0,0,0,"Treatment",1,43.97836311539,0.902215167989059
"11-28-543-04810-582047",18.855,83.555,0,0,1,"Treatment",1,13.1864737249402,0.270520223222381
"11-28-543-04810-582048",18.825,83.555,1,0,0,"Treatment",1,59.2179621574981,1.21485521268072
"11-28-543-04810-582049",18.845,83.585,0,0,0,"Treatment",1,27.0668690046924,0.555276232131084
"11-28-543-04810-582050",18.835,83.575,0,0,0,"Treatment",1,40.7540035249615,0.836067500739535
"11-28-543-04810-582051",18.825,83.595,1,0,0,"Treatment",1,29.0911971021681,0.596805279261305
"11-28-543-04810-582052",18.815,83.605,1,0,1,"Treatment",1,47.1501028216539,0.9672833394532
"11-28-543-04810-582053",18.815,83.635,0,0,0,"Treatment",1,63.8221004066707,1.30930900926753
"11-28-543-04810-582054",18.825,83.635,1,0,0,"Treatment",1,41.714992057517,0.855782159697174
