"shrid2","lat","lon","d_name","sd_name","y_cons","y_05k","y_10k","wave","D","R_PC1","R_PC1_scaled"
"11-28-541-04725-578834",18.065,80.685,"Khammam","Pinapaka",1,1,1,"Buffer",0,-0.733705848393915,-0.0151602158765266
"11-28-541-04725-578835",18.055,80.685,"Khammam","Pinapaka",0,0,0,"Buffer",0,-13.0274363288328,-0.269179736668491
"11-28-541-04725-578836",18.025,80.685,"Khammam","Pinapaka",0,0,0,"Buffer",0,-7.80254726872198,-0.161220332698123
"11-28-541-04725-578837",18.065,80.735,"Khammam","Pinapaka",0,0,0,"Buffer",0,54.6426923922249,1.12905603049792
"11-28-541-04725-578838",18.035,80.715,"Khammam","Pinapaka",1,0,1,"Buffer",0,-30.6722375709269,-0.633765894069444
"11-28-541-04725-578839",18.015,80.715,"Khammam","Pinapaka",1,1,1,"Buffer",0,-22.1293885252272,-0.457249056951567
"11-28-541-04726-578841",18.095,80.745,"Khammam","Cherla",0,0,0,"Treatment",1,4.90648624606084,0.101380397673419
"11-28-541-04726-578842",18.085,80.755,"Khammam","Cherla",0,1,1,"Treatment",1,-11.9918346164736,-0.247781589773747
"11-28-541-04726-578843",18.075,80.775,"Khammam","Cherla",0,0,1,"Treatment",1,17.8234528617474,0.368277551065818
"11-28-541-04726-578844",18.065,80.775,"Khammam","Cherla",0,0,0,"Treatment",1,-11.7612811686713,-0.24301777325598
"11-28-541-04726-578845",18.075,80.785,"Khammam","Cherla",1,0,0,"Treatment",1,58.7821056475474,1.21458676286187
"11-28-541-04726-578846",18.085,80.785,"Khammam","Cherla",1,0,0,"Treatment",1,35.5997343951319,0.735580423351672
"11-28-541-04726-578847",18.085,80.795,"Khammam","Cherla",1,1,1,"Treatment",1,27.8918687918354,0.576316452989411
"11-28-541-04726-578848",18.095,80.795,"Khammam","Cherla",1,0,1,"Treatment",1,4.79642929812645,0.0991063431690846
"11-28-541-04726-578849",18.095,80.805,"Khammam","Cherla",0,0,1,"Treatment",1,0.611325463434597,0.012631528039163
"11-28-541-04726-578850",18.095,80.815,"Khammam","Cherla",1,0,0,"Treatment",1,-0.161895799683867,-0.00334517610576938
"11-28-541-04726-578851",18.085,80.825,"Khammam","Cherla",1,0,0,"Treatment",1,-69.7518773923786,-1.4412499523838
"11-28-541-04726-578852",18.085,80.815,"Khammam","Cherla",1,1,1,"Treatment",1,-13.0598043049998,-0.269848540804715
"11-28-541-04726-578853",18.085,80.805,"Khammam","Cherla",1,1,1,"Treatment",1,13.2236911187229,0.273234856289042
"11-28-541-04726-578854",18.065,80.785,"Khammam","Cherla",0,0,0,"Treatment",1,28.8194638777941,0.595482910201006
"11-28-541-04726-578856",18.045,80.795,"Khammam","Cherla",0,0,0,"Treatment",1,-20.8925183399256,-0.431692195081843
"11-28-541-04726-578857",18.065,80.815,"Khammam","Cherla",0,0,0,"Treatment",1,38.6783261370218,0.799191904035529
"11-28-541-04726-578858",18.045,80.805,"Khammam","Cherla",0,0,1,"Treatment",1,18.5760655485309,0.383828429974615
"11-28-541-04726-578859",18.045,80.815,"Khammam","Cherla",0,0,0,"Treatment",1,16.3785692318939,0.338422606072552
"11-28-541-04726-578860",18.035,80.815,"Khammam","Cherla",1,0,0,"Treatment",1,-7.46442466725581,-0.154233865788829
"11-28-541-04726-578864",18.045,80.825,"Khammam","Cherla",0,0,0,"Treatment",1,26.5359752905465,0.548300268805907
"11-28-541-04726-578865",18.065,80.835,"Khammam","Cherla",0,0,0,"Treatment",1,-29.3064780028589,-0.605545852028528
"11-28-541-04726-578867",18.085,80.835,"Khammam","Cherla",1,0,0,"Treatment",1,-32.9137709641773,-0.680081635194455
"11-28-541-04726-578868",18.085,80.845,"Khammam","Cherla",1,0,1,"Treatment",1,-11.7170371695233,-0.242103580490866
"11-28-541-04726-578869",18.125,80.855,"Khammam","Cherla",1,0,1,"Treatment",1,22.0284905639166,0.455164250242829
"11-28-541-04726-578870",18.165,80.845,"Khammam","Cherla",1,1,1,"Treatment",1,44.6422277046574,0.922421172862573
"11-28-541-04726-578875",18.125,80.875,"Khammam","Cherla",1,0,1,"Treatment",1,-5.49960984931603,-0.113635829310629
"11-28-541-04726-578877",18.115,80.895,"Khammam","Cherla",1,0,0,"Treatment",1,-17.5011908512159,-0.361618804022768
"11-28-541-04726-578879",18.085,80.925,"Khammam","Cherla",1,0,0,"Treatment",1,-35.0853647867999,-0.724952248150798
"11-28-541-04726-578881",18.085,80.865,"Khammam","Cherla",1,1,1,"Treatment",1,-19.231050620855,-0.397362075800217
"11-28-541-04726-578883",18.085,80.875,"Khammam","Cherla",1,0,0,"Treatment",1,-8.69635231153786,-0.179688602278198
"11-28-541-04726-578884",18.045,80.935,"Khammam","Cherla",0,0,0,"Treatment",1,-12.408735587964,-0.256395816770525
"11-28-541-04726-578885",18.055,80.865,"Khammam","Cherla",1,0,0,"Treatment",1,-25.0115792158079,-0.516802395884553
"11-28-541-04726-578888",18.015,80.935,"Khammam","Cherla",1,1,1,"Treatment",1,-29.4141901376581,-0.607771456771427
"11-28-541-04726-578890",18.005,80.895,"Khammam","Cherla",1,1,1,"Treatment",1,4.0282139528486,0.0832330739296937
"11-28-541-04726-578892",18.015,80.855,"Khammam","Cherla",1,0,0,"Treatment",1,34.8060271464408,0.71918042700537
"11-28-541-04726-578893",18.025,80.845,"Khammam","Cherla",1,0,0,"Treatment",1,50.1454090770337,1.03613079885987
"11-28-541-04726-578894",18.025,80.815,"Khammam","Cherla",0,0,0,"Treatment",1,1.72215682630942,0.0355841095136897
"11-28-541-04726-578895",18.025,80.825,"Khammam","Cherla",0,0,0,"Treatment",1,5.5774843176753,0.115244912506817
"11-28-541-04726-578896",18.005,80.835,"Khammam","Cherla",1,1,1,"Treatment",1,7.34304144768463,0.151725781906826
"11-28-541-04726-578898",18.005,80.845,"Khammam","Cherla",0,0,1,"Treatment",1,31.3224453756294,0.647200829480508
"11-28-541-04726-578902",17.995,80.875,"Khammam","Cherla",0,0,0,"Treatment",1,50.794515381093,1.0495429744857
"11-28-541-04726-578906",17.965,80.875,"Khammam","Cherla",0,0,0,"Treatment",1,-17.6713716468576,-0.365135169069626
"11-28-541-04726-578907",17.955,80.885,"Khammam","Cherla",1,0,1,"Treatment",1,-7.30074455134385,-0.150851821203315
"11-28-541-04726-578908",17.945,80.885,"Khammam","Cherla",1,0,0,"Treatment",1,-15.8832177194475,-0.328187392764808
"11-28-541-04726-578911",17.925,80.895,"Khammam","Cherla",1,0,1,"Treatment",1,-12.9289267583731,-0.267144280146858
"11-28-541-04726-578912",17.945,80.895,"Khammam","Cherla",1,0,0,"Treatment",1,33.2255371880629,0.686523512777223
"11-28-541-04726-578913",17.955,80.955,"Khammam","Cherla",1,0,1,"Treatment",1,28.4360844088374,0.587561322108539
"11-28-541-04727-578914",18.015,80.765,"Khammam","Manuguru",0,0,0,"Buffer",0,22.8115767669728,0.471344788961784
"11-28-541-04727-578917",17.915,80.775,"Khammam","Manuguru",0,0,0,"Buffer",0,-4.40659730734732,-0.0910514296792659
"11-28-541-04727-578918",17.855,80.765,"Khammam","Manuguru",0,0,0,"Buffer",0,7.04639591764651,0.145596336047796
"11-28-541-04728-578919",17.915,80.855,"Khammam","Aswapuram",0,0,0,"Control",0,49.7568059113024,1.02810127599906
"11-28-541-04728-578920",17.895,80.875,"Khammam","Aswapuram",0,0,0,"Control",0,15.2617909162516,0.315347145534215
"11-28-541-04728-578921",17.885,80.855,"Khammam","Aswapuram",0,0,0,"Control",0,53.6959046884412,1.10949300532916
"11-28-541-04728-578922",17.845,80.855,"Khammam","Aswapuram",0,0,0,"Control",0,-7.36774150526298,-0.152236147478902
"11-28-541-04728-578924",17.805,80.855,"Khammam","Aswapuram",0,0,0,"Control",0,77.1054804082504,1.59319396296369
"11-28-541-04728-578925",17.835,80.825,"Khammam","Aswapuram",0,0,0,"Control",0,-15.766571934505,-0.325777196247109
"11-28-541-04728-578926",17.805,80.765,"Khammam","Aswapuram",0,0,0,"Control",0,57.5363639968813,1.18884659411193
"11-28-541-04728-578927",17.755,80.745,"Khammam","Aswapuram",0,0,1,"Control",0,66.7047913325938,1.37828945866304
"11-28-541-04728-578928",17.765,80.805,"Khammam","Aswapuram",1,0,0,"Control",0,-24.6298625105299,-0.508915164689166
"11-28-541-04728-578929",17.765,80.845,"Khammam","Aswapuram",0,0,0,"Control",0,-0.883140498229552,-0.0182479131545304
"11-28-541-04729-578931",17.915,80.895,"Khammam","Dummugudem",0,0,0,"Buffer",0,1.63117651503521,0.0337042265027395
"11-28-541-04729-578932",17.925,80.915,"Khammam","Dummugudem",1,0,0,"Buffer",0,12.1633558252305,0.251325651140913
"11-28-541-04729-578933",17.925,80.915,"Khammam","Dummugudem",1,0,0,"Buffer",0,12.1633558252305,0.251325651140913
"11-28-541-04729-578934",17.915,80.925,"Khammam","Dummugudem",1,0,1,"Buffer",0,-20.9714632383357,-0.433323396066363
"11-28-541-04729-578935",17.925,80.955,"Khammam","Dummugudem",1,0,0,"Buffer",0,-12.2851578102663,-0.253842387775049
"11-28-541-04729-578936",17.905,80.975,"Khammam","Dummugudem",1,1,1,"Buffer",0,-2.01453282235921,-0.04162533601738
"11-28-541-04729-578937",17.905,80.985,"Khammam","Dummugudem",1,1,1,"Buffer",0,9.0577251170966,0.187155477124798
"11-28-541-04729-578938",17.895,80.955,"Khammam","Dummugudem",1,0,1,"Buffer",0,27.5702183475737,0.56967034245007
"11-28-541-04729-578940",17.905,80.925,"Khammam","Dummugudem",1,0,0,"Buffer",0,-2.57608324381854,-0.0532283859774058
"11-28-541-04729-578941",17.905,80.905,"Khammam","Dummugudem",1,1,1,"Buffer",0,66.4595184082944,1.37322150058531
"11-28-541-04729-578942",17.895,80.905,"Khammam","Dummugudem",0,0,1,"Buffer",0,56.1238636442753,1.15966076941386
"11-28-541-04729-578945",17.885,80.925,"Khammam","Dummugudem",1,0,0,"Buffer",0,-5.72751796872704,-0.118344986662785
"11-28-541-04729-578946",17.885,80.945,"Khammam","Dummugudem",0,0,1,"Buffer",0,-40.1872428859423,-0.830369934990872
"11-28-541-04729-578947",17.885,80.965,"Khammam","Dummugudem",1,0,1,"Buffer",0,-20.4628587673796,-0.422814343164114
"11-28-541-04729-578948",17.885,80.975,"Khammam","Dummugudem",1,1,1,"Buffer",0,-11.7799201563213,-0.243402901815488
"11-28-541-04729-578949",17.885,80.995,"Khammam","Dummugudem",1,1,1,"Buffer",0,9.39238078147742,0.194070308357807
"11-28-541-04729-578950",17.875,80.995,"Khammam","Dummugudem",1,1,1,"Buffer",0,35.7245759491781,0.738159965158304
"11-28-541-04729-578951",17.875,80.975,"Khammam","Dummugudem",1,1,1,"Buffer",0,2.59597554178804,0.0536394110934755
"11-28-541-04729-578952",17.875,80.955,"Khammam","Dummugudem",1,0,1,"Buffer",0,10.008149182939,0.2067936387177
"11-28-541-04729-578953",17.875,80.945,"Khammam","Dummugudem",1,0,1,"Buffer",0,-13.4044725957786,-0.276970258187011
"11-28-541-04729-578954",17.875,80.925,"Khammam","Dummugudem",0,0,0,"Buffer",0,-1.96180625660727,-0.0405358720026429
"11-28-541-04729-578955",17.875,80.925,"Khammam","Dummugudem",1,1,1,"Buffer",0,-1.96180625660727,-0.0405358720026429
"11-28-541-04729-578956",17.885,80.905,"Khammam","Dummugudem",1,0,1,"Buffer",0,57.8974926882301,1.19630842494242
"11-28-541-04729-578957",17.875,80.895,"Khammam","Dummugudem",0,1,1,"Buffer",0,-20.3361416574305,-0.420196047635623
"11-28-541-04729-578958",17.865,80.915,"Khammam","Dummugudem",1,0,0,"Buffer",0,5.12295776401482,0.105853245955173
"11-28-541-04729-578959",17.865,80.895,"Khammam","Dummugudem",0,0,0,"Buffer",0,5.89762320803341,0.121859790524928
"11-28-541-04729-578960",17.865,80.905,"Khammam","Dummugudem",1,0,0,"Buffer",0,30.7437119168127,0.63524273457117
"11-28-541-04729-578961",17.865,80.925,"Khammam","Dummugudem",1,0,0,"Buffer",0,-49.4393977796375,-1.02154282235236
"11-28-541-04729-578962",17.855,80.915,"Khammam","Dummugudem",1,0,1,"Buffer",0,-6.20464582933014,-0.128203653297761
"11-28-541-04729-578963",17.845,80.915,"Khammam","Dummugudem",1,0,0,"Buffer",0,-8.42550071473445,-0.174092124224997
"11-28-541-04729-578964",17.855,80.895,"Khammam","Dummugudem",0,0,0,"Buffer",0,14.3503563244615,0.296514604947113
"11-28-541-04729-578965",17.845,80.905,"Khammam","Dummugudem",0,0,0,"Buffer",0,-13.5030808281694,-0.279007753313321
"11-28-541-04729-578966",17.845,80.885,"Khammam","Dummugudem",1,0,0,"Buffer",0,9.58123828473829,0.197972581354
"11-28-541-04729-578967",17.835,80.925,"Khammam","Dummugudem",1,0,1,"Buffer",0,-38.7369551953886,-0.800403328455035
"11-28-541-04729-578968",17.835,80.955,"Khammam","Dummugudem",1,0,1,"Buffer",0,25.4362646158288,0.525577468835135
"11-28-541-04729-578969",17.855,80.955,"Khammam","Dummugudem",1,1,1,"Buffer",0,-2.31241472075842,-0.0477803283693244
"11-28-541-04729-578970",17.845,80.985,"Khammam","Dummugudem",1,0,0,"Buffer",0,13.8130275130527,0.285412034624871
"11-28-541-04729-578971",17.835,80.975,"Khammam","Dummugudem",1,1,1,"Buffer",0,18.3101045708972,0.378333004465216
"11-28-541-04729-578973",17.835,81.005,"Khammam","Dummugudem",1,1,1,"Buffer",0,48.0935045605839,0.993733269256568
"11-28-541-04729-578974",17.825,81.005,"Khammam","Dummugudem",1,0,1,"Buffer",0,38.626189371516,0.798114626783477
"11-28-541-04729-578975",17.815,81.005,"Khammam","Dummugudem",1,0,0,"Buffer",0,20.966855531597,0.433228189207908
"11-28-541-04729-578976",17.825,80.975,"Khammam","Dummugudem",1,0,0,"Buffer",0,25.360501658821,0.524012014796305
"11-28-541-04729-578977",17.825,80.935,"Khammam","Dummugudem",1,0,0,"Buffer",0,-1.82313642838811,-0.0376706031268869
"11-28-541-04729-578978",17.825,80.915,"Khammam","Dummugudem",0,0,1,"Buffer",0,0.971565824471957,0.0200750037218483
"11-28-541-04729-578979",17.835,80.915,"Khammam","Dummugudem",0,0,1,"Buffer",0,-10.7641881797788,-0.222415313845755
"11-28-541-04729-578981",17.825,80.895,"Khammam","Dummugudem",1,1,1,"Buffer",0,34.1454524196176,0.705531284800576
"11-28-541-04729-578982",17.815,80.895,"Khammam","Dummugudem",1,0,1,"Buffer",0,25.2589049149218,0.521912769474441
"11-28-541-04729-578983",17.805,80.875,"Khammam","Dummugudem",0,0,0,"Buffer",0,17.6977159475632,0.365679508857413
"11-28-541-04729-578984",17.795,80.885,"Khammam","Dummugudem",0,0,0,"Buffer",0,31.3079931068681,0.646902209107225
"11-28-541-04729-578985",17.805,80.895,"Khammam","Dummugudem",0,0,1,"Buffer",0,73.5173014512932,1.51905312340223
"11-28-541-04729-578986",17.805,80.905,"Khammam","Dummugudem",1,0,1,"Buffer",0,37.1450374737289,0.767510287775505
"11-28-541-04729-578987",17.785,80.905,"Khammam","Dummugudem",1,0,0,"Buffer",0,33.6214764012405,0.694704616906205
"11-28-541-04729-578988",17.795,80.885,"Khammam","Dummugudem",0,0,1,"Buffer",0,31.3079931068681,0.646902209107225
"11-28-541-04729-578989",17.785,80.865,"Khammam","Dummugudem",1,0,1,"Buffer",0,27.1776133844716,0.561558132348633
"11-28-541-04729-578990",17.785,80.875,"Khammam","Dummugudem",1,0,1,"Buffer",0,24.2717174515098,0.501514983238053
"11-28-541-04729-578991",17.785,80.885,"Khammam","Dummugudem",0,0,0,"Buffer",0,43.358005424396,0.895885897118452
"11-28-541-04729-578992",17.765,80.885,"Khammam","Dummugudem",0,0,0,"Buffer",0,32.5189247179403,0.671923114522863
"11-28-541-04729-578993",17.765,80.915,"Khammam","Dummugudem",0,1,1,"Buffer",0,-8.93408531897341,-0.184600766630694
"11-28-541-04729-578995",17.775,80.915,"Khammam","Dummugudem",1,0,1,"Buffer",0,10.2983821271724,0.212790584358366
"11-28-541-04729-578996",17.775,80.925,"Khammam","Dummugudem",1,1,1,"Buffer",0,53.0164655679647,1.09545407710754
"11-28-541-04729-578997",17.785,80.945,"Khammam","Dummugudem",1,0,0,"Buffer",0,14.2871227325039,0.295208039234405
"11-28-541-04729-578998",17.785,80.955,"Khammam","Dummugudem",1,1,1,"Buffer",0,10.1316853294908,0.209346207508556
"11-28-541-04729-578999",17.795,80.965,"Khammam","Dummugudem",1,0,1,"Buffer",0,26.4647797163695,0.54682918843175
"11-28-541-04729-579000",17.795,80.985,"Khammam","Dummugudem",1,1,1,"Buffer",0,12.0879886071375,0.24976837406754
"11-28-541-04729-579001",17.795,80.995,"Khammam","Dummugudem",1,0,1,"Buffer",0,-2.06057402023676,-0.0425766634472558
"11-28-541-04729-579002",17.785,81.005,"Khammam","Dummugudem",1,1,1,"Buffer",0,-1.34479875089656,-0.0277869386194797
"11-28-541-04729-579003",17.795,81.015,"Khammam","Dummugudem",1,0,0,"Buffer",0,2.88284810919511,0.0595669228619378
"11-28-541-04729-579004",17.775,80.995,"Khammam","Dummugudem",0,0,0,"Buffer",0,6.55992208123148,0.135544557948333
"11-28-541-04729-579005",17.765,81.005,"Khammam","Dummugudem",1,0,1,"Buffer",0,18.7947242928807,0.388346471877769
"11-28-541-04729-579006",17.775,81.015,"Khammam","Dummugudem",1,1,1,"Buffer",0,14.7843127953672,0.305481241637208
"11-28-541-04729-579007",17.785,81.025,"Khammam","Dummugudem",1,0,1,"Buffer",0,15.4654092756012,0.319554415097243
"11-28-541-04729-579008",17.765,81.035,"Khammam","Dummugudem",1,1,1,"Buffer",0,7.31668611673009,0.151181214206238
"11-28-541-04729-579009",17.785,81.035,"Khammam","Dummugudem",1,0,0,"Buffer",0,-21.4900935552949,-0.444039608268327
"11-28-541-04729-579011",17.765,81.055,"Khammam","Dummugudem",1,0,0,"Buffer",0,12.1980624897361,0.252042778484809
"11-28-541-04729-579012",17.775,81.075,"Khammam","Dummugudem",1,1,1,"Buffer",0,38.2630270473436,0.790610775962707
"11-28-541-04736-579335",17.745,80.875,"Khammam","Burgampahad",0,0,0,"Treatment",1,26.372125842901,0.544914725399113
"11-28-541-04736-579336",17.725,80.875,"Khammam","Burgampahad",0,0,0,"Treatment",1,48.0139416591441,0.992089298768626
"11-28-541-04736-579337",17.685,80.845,"Khammam","Burgampahad",0,0,0,"Treatment",1,35.2773544040319,0.728919238532107
"11-28-541-04736-579339",17.715,80.775,"Khammam","Burgampahad",1,0,0,"Treatment",1,-15.2408606951276,-0.314914674304393
"11-28-541-04736-579340",17.655,80.765,"Khammam","Burgampahad",0,0,0,"Treatment",1,14.7193776624829,0.304139517791539
"11-28-541-04736-579341",17.625,80.785,"Khammam","Burgampahad",0,0,0,"Treatment",1,-46.0390779801269,-0.951283627441146
"11-28-541-04736-579342",17.615,80.825,"Khammam","Burgampahad",0,0,0,"Treatment",1,31.1137467015701,0.642888587784724
"11-28-541-04736-579343",17.645,80.835,"Khammam","Burgampahad",0,0,0,"Treatment",1,25.3709764088394,0.52422844958673
"11-28-541-04736-579344",17.645,80.795,"Khammam","Burgampahad",0,0,0,"Treatment",1,-30.6241849418933,-0.63277300539181
"11-28-541-04736-579345",17.665,80.835,"Khammam","Burgampahad",0,0,0,"Treatment",1,58.6648862187286,1.21216471341289
"11-28-541-04737-579353",17.845,80.615,"Khammam","Palwancha",0,0,1,"Buffer",0,39.7366604330949,0.821059763523252
"11-28-541-04737-579354",17.805,80.675,"Khammam","Palwancha",0,0,0,"Buffer",0,-5.30360214052748,-0.109585815009663
"11-28-541-04737-579355",17.735,80.665,"Khammam","Palwancha",0,0,1,"Buffer",0,-43.8660636814292,-0.906383663861535
"11-28-541-04737-579356",17.695,80.675,"Khammam","Palwancha",0,0,0,"Buffer",0,-24.3735923548046,-0.503619976035549
"11-28-541-04737-579357",17.715,80.705,"Khammam","Palwancha",0,1,1,"Buffer",0,20.3343551199928,0.420159133260076
"11-28-541-04737-579358",17.675,80.725,"Khammam","Palwancha",0,0,0,"Buffer",0,43.926498167101,0.90763239296895
"11-28-541-04737-579359",17.655,80.695,"Khammam","Palwancha",0,0,0,"Buffer",0,19.6035058783419,0.405057942093511
"11-28-541-04737-579360",17.665,80.655,"Khammam","Palwancha",1,0,0,"Buffer",0,2.1374846198647,0.0441658306811063
"11-28-541-04737-579361",17.625,80.715,"Khammam","Palwancha",0,0,0,"Buffer",0,16.8490402915242,0.348143726387001
"11-28-541-04737-579362",17.635,80.725,"Khammam","Palwancha",0,0,0,"Buffer",0,11.3507831652604,0.234535847751073
"11-28-541-04737-579363",17.625,80.755,"Khammam","Palwancha",0,0,0,"Buffer",0,-48.6909102164968,-1.00607717891645
"11-28-541-04737-579364",17.605,80.765,"Khammam","Palwancha",0,0,0,"Buffer",0,9.1582822931555,0.189233242349545
"11-28-541-04737-579365",17.585,80.745,"Khammam","Palwancha",0,0,1,"Buffer",0,74.2994958107473,1.53521523437992
"11-28-541-04737-579366",17.575,80.775,"Khammam","Palwancha",0,1,1,"Buffer",0,3.86647135952709,0.0798910634543093
"11-28-541-04737-579368",17.595,80.805,"Khammam","Palwancha",0,0,0,"Buffer",0,-75.4859593423729,-1.55973056747757
"11-28-541-04737-579369",17.595,80.825,"Khammam","Palwancha",0,0,0,"Buffer",0,-82.7808018740332,-1.71046043804807
"11-28-541-04737-579370",17.565,80.835,"Khammam","Palwancha",0,0,0,"Buffer",0,8.66291677181003,0.178997739582565
"11-28-541-04737-579371",17.585,80.875,"Khammam","Palwancha",0,0,0,"Buffer",0,-2.89323933031202,-0.0597816317342993
"11-28-541-04738-579372",17.735,80.575,"Khammam","Kothagudem",1,0,1,"Buffer",0,-67.3216497333645,-1.39103531116156
"11-28-541-04738-579373",17.785,80.595,"Khammam","Kothagudem",0,0,0,"Buffer",0,27.5786001995894,0.569843532681934
"11-28-541-04738-579375",17.665,80.605,"Khammam","Kothagudem",0,0,0,"Buffer",0,34.232035129963,0.70732030226975
"11-28-541-04738-579376",17.625,80.615,"Khammam","Kothagudem",0,0,0,"Buffer",0,-75.360755694378,-1.55714354389545
"11-28-541-04738-579377",17.615,80.595,"Khammam","Kothagudem",0,1,1,"Buffer",0,-30.226786581605,-0.624561751598295
"11-28-541-04738-579379",17.565,80.555,"Khammam","Kothagudem",0,0,0,"Buffer",0,-36.5259437614643,-0.754718248096013
"11-28-541-04738-579380",17.515,80.535,"Khammam","Kothagudem",0,0,0,"Buffer",0,63.2701463166136,1.30732101808774
"11-28-541-04738-579381",17.525,80.565,"Khammam","Kothagudem",0,0,0,"Buffer",0,-5.52515791022546,-0.114163716773243
"11-28-541-04738-579383",17.485,80.585,"Khammam","Kothagudem",0,0,0,"Buffer",0,14.2761062121153,0.294980410099835
"11-28-541-04738-579384",17.445,80.585,"Khammam","Kothagudem",0,0,0,"Buffer",0,-7.38496825867795,-0.152592095712373
"11-28-541-04738-579385",17.445,80.605,"Khammam","Kothagudem",0,0,0,"Buffer",0,4.65432060371962,0.0961700186326851
"11-28-541-04739-579391",17.675,80.405,"Khammam","Tekulapalle",0,0,0,"Control",0,6.00691380665973,0.124118010317065
