"shrid2","lat","lon","d_name","sd_name","y_cons","y_05k","y_10k","wave","D","R_PC1","R_PC1_scaled"
"11-28-550-05157-591698",14.925,79.855,"Nellore","Jaladanki",0,0,0,"Buffer",0,12.1403631426635,0.250850564248721
"11-28-550-05157-591699",14.915,79.935,"Nellore","Jaladanki",0,0,0,"Buffer",0,-87.924848630839,-1.8167494358567
"11-28-550-05157-591700",14.895,79.905,"Nellore","Jaladanki",0,0,0,"Buffer",0,-46.8854030009369,-0.968770839850958
"11-28-550-05157-591701",14.875,79.835,"Nellore","Jaladanki",0,0,0,"Buffer",0,2.99692528405571,0.0619240454080599
"11-28-550-05157-591702",14.835,79.825,"Nellore","Jaladanki",0,0,0,"Buffer",0,17.4613533334527,0.360795660292079
"11-28-550-05157-591703",14.825,79.825,"Nellore","Jaladanki",0,0,0,"Buffer",0,-1.38600929457394,-0.0286384525332718
"11-28-550-05157-591704",14.835,79.895,"Nellore","Jaladanki",0,0,0,"Buffer",0,-52.6582938046545,-1.08805334387835
"11-28-550-05157-591705",14.795,79.905,"Nellore","Jaladanki",0,0,0,"Buffer",0,-122.152376141772,-2.52397659933283
"11-28-550-05157-591706",14.795,79.865,"Nellore","Jaladanki",0,0,0,"Buffer",0,-16.1379079663772,-0.333449936512487
"11-28-550-05157-591707",14.785,79.855,"Nellore","Jaladanki",0,0,0,"Buffer",0,-15.7485807994325,-0.325405453958071
"11-28-550-05158-591708",14.985,79.935,"Nellore","Kavali",0,0,0,"Treatment",1,-56.8741747726128,-1.17516409231234
"11-28-550-05158-591709",14.965,79.885,"Nellore","Kavali",0,0,0,"Treatment",1,-8.52608522151067,-0.176170454171391
"11-28-550-05158-591710",14.945,79.915,"Nellore","Kavali",0,0,0,"Treatment",1,-105.63805667303,-2.18274905051598
"11-28-550-05158-591712",14.985,79.995,"Nellore","Kavali",0,0,0,"Treatment",1,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05158-591713",14.985,80.045,"Nellore","Kavali",0,0,0,"Treatment",1,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05158-591714",14.955,80.025,"Nellore","Kavali",0,0,0,"Treatment",1,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05158-591715",14.885,80.065,"Nellore","Kavali",0,0,0,"Treatment",1,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05158-591716",14.885,80.035,"Nellore","Kavali",0,0,0,"Treatment",1,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05158-591719",14.885,79.955,"Nellore","Kavali",0,0,0,"Treatment",1,-9.96499663295885,-0.205901998048958
"11-28-550-05158-591721",14.825,79.985,"Nellore","Kavali",0,0,0,"Treatment",1,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05158-591722",14.855,80.025,"Nellore","Kavali",0,0,0,"Treatment",1,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05159-591723",14.785,79.935,"Nellore","Bogole",0,0,0,"Buffer",0,-31.6551989550312,-0.654076358833942
"11-28-550-05159-591724",14.755,79.905,"Nellore","Bogole",0,0,0,"Buffer",0,27.3831044229573,0.565804096192255
"11-28-550-05159-591725",14.745,79.965,"Nellore","Bogole",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05159-591727",14.805,79.965,"Nellore","Bogole",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05159-591728",14.755,80.025,"Nellore","Bogole",0,0,1,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05159-591729",14.775,80.015,"Nellore","Bogole",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05159-591730",14.805,80.025,"Nellore","Bogole",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05159-591731",14.835,80.015,"Nellore","Bogole",0,0,1,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05159-591732",14.805,80.065,"Nellore","Bogole",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05159-591733",14.765,80.065,"Nellore","Bogole",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05159-591734",14.755,80.095,"Nellore","Bogole",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05160-591735",14.915,79.625,"Nellore","Kaligiri",1,0,0,"Buffer",0,24.9884662261635,0.516324823144294
"11-28-550-05160-591736",14.895,79.675,"Nellore","Kaligiri",0,0,0,"Buffer",0,-72.9455056801072,-1.50723837864118
"11-28-550-05160-591737",14.925,79.735,"Nellore","Kaligiri",0,0,0,"Buffer",0,-33.24913926863,-0.687011191371193
"11-28-550-05160-591738",14.885,79.755,"Nellore","Kaligiri",0,0,0,"Buffer",0,-45.6822408569132,-0.943910471247122
"11-28-550-05160-591739",14.865,79.795,"Nellore","Kaligiri",0,0,0,"Buffer",0,59.7444066848495,1.23447033268163
"11-28-550-05160-591740",14.835,79.755,"Nellore","Kaligiri",0,0,0,"Buffer",0,-40.2137855844024,-0.830918374177341
"11-28-550-05160-591741",14.865,79.705,"Nellore","Kaligiri",0,0,0,"Buffer",0,-5.78599970708982,-0.119553367078935
"11-28-550-05160-591742",14.835,79.695,"Nellore","Kaligiri",0,0,0,"Buffer",0,-9.8280264163472,-0.203071847441555
"11-28-550-05160-591743",14.855,79.645,"Nellore","Kaligiri",0,0,0,"Buffer",0,-50.6965102760481,-1.04751794149361
"11-28-550-05160-591744",14.825,79.645,"Nellore","Kaligiri",0,0,0,"Buffer",0,15.6284943969382,0.32292416559212
"11-28-550-05160-591745",14.815,79.685,"Nellore","Kaligiri",0,0,0,"Buffer",0,-10.4150536248867,-0.215201312166872
"11-28-550-05160-591746",14.795,79.685,"Nellore","Kaligiri",0,0,0,"Buffer",0,4.2811384968037,0.0884591337944539
"11-28-550-05160-591747",14.805,79.715,"Nellore","Kaligiri",0,0,0,"Buffer",0,21.5686263204802,0.445662293539537
"11-28-550-05160-591748",14.765,79.745,"Nellore","Kaligiri",0,0,0,"Buffer",0,-0.983129032861411,-0.0203139288112336
"11-28-550-05160-591749",14.745,79.715,"Nellore","Kaligiri",0,0,0,"Buffer",0,-35.3265712855888,-0.72993618360731
"11-28-550-05160-591750",14.765,79.775,"Nellore","Kaligiri",1,0,0,"Buffer",0,3.7755303763524,0.0780119930612223
"11-28-550-05160-591751",14.795,79.775,"Nellore","Kaligiri",0,0,0,"Buffer",0,7.69514307960923,0.159001090890854
"11-28-550-05160-591752",14.815,79.795,"Nellore","Kaligiri",0,0,0,"Buffer",0,10.5524643020474,0.218040563801646
"11-28-550-05160-591753",14.785,79.805,"Nellore","Kaligiri",1,0,0,"Buffer",0,-41.6777748731595,-0.861168090336838
"11-28-550-05160-591754",14.755,79.815,"Nellore","Kaligiri",0,0,1,"Buffer",0,-57.8523990865762,-1.19537667724377
"11-28-550-05161-591755",14.945,79.515,"Nellore","Vinjamur",0,0,0,"Treatment",1,23.1378368746023,0.478086146788478
"11-28-550-05161-591756",14.965,79.495,"Nellore","Vinjamur",1,1,1,"Treatment",1,-16.2434491324191,-0.335630683557856
"11-28-550-05161-591757",14.915,79.575,"Nellore","Vinjamur",0,0,0,"Treatment",1,-66.7914847905696,-1.38008076445796
"11-28-550-05161-591758",14.915,79.545,"Nellore","Vinjamur",0,0,1,"Treatment",1,-10.9075498158711,-0.225377527321808
"11-28-550-05161-591759",14.875,79.505,"Nellore","Vinjamur",0,0,0,"Treatment",1,-26.3822845166673,-0.545124629255889
"11-28-550-05161-591760",14.875,79.555,"Nellore","Vinjamur",0,0,1,"Treatment",1,-96.9201226039303,-2.00261451461964
"11-28-550-05161-591761",14.845,79.525,"Nellore","Vinjamur",0,0,0,"Treatment",1,-9.94365411782072,-0.205461007783513
"11-28-550-05161-591762",14.825,79.565,"Nellore","Vinjamur",0,0,0,"Treatment",1,-52.529556462248,-1.08539330524499
"11-28-550-05161-591763",14.805,79.515,"Nellore","Vinjamur",0,0,1,"Treatment",1,-3.01171991887741,-0.0622297399288313
"11-28-550-05161-591764",14.805,79.485,"Nellore","Vinjamur",0,0,0,"Treatment",1,35.9920908330587,0.74368749829531
"11-28-550-05161-591765",14.755,79.465,"Nellore","Vinjamur",1,0,1,"Treatment",1,-202.329374401496,-4.18063587853857
"11-28-550-05161-591766",14.755,79.545,"Nellore","Vinjamur",0,0,0,"Treatment",1,-51.6364180709953,-1.06693881036991
"11-28-550-05161-591767",14.775,79.555,"Nellore","Vinjamur",0,0,1,"Treatment",1,-75.7693519351073,-1.56558617418027
"11-28-550-05161-591768",14.785,79.585,"Nellore","Vinjamur",0,0,0,"Treatment",1,-10.0588308147357,-0.207840849232234
"11-28-550-05161-591769",14.795,79.605,"Nellore","Vinjamur",1,0,1,"Treatment",1,-33.636196976171,-0.695008781162579
"11-28-550-05162-591770",14.925,79.425,"Nellore","Duttalur",0,0,1,"Control",0,-9.7337193619672,-0.201123225516011
"11-28-550-05162-591771",14.935,79.445,"Nellore","Duttalur",0,0,0,"Control",0,-12.2510571178119,-0.253137781344176
"11-28-550-05162-591772",14.925,79.465,"Nellore","Duttalur",0,0,0,"Control",0,49.5728938548119,1.02430118842337
"11-28-550-05162-591773",14.895,79.455,"Nellore","Duttalur",1,0,0,"Control",0,-7.18558859161133,-0.148472408237158
"11-28-550-05162-591774",14.895,79.385,"Nellore","Duttalur",0,0,0,"Control",0,-28.5243088030814,-0.589384260913297
"11-28-550-05162-591775",14.885,79.395,"Nellore","Duttalur",0,0,0,"Control",0,-33.1512479102286,-0.684988508672042
"11-28-550-05162-591776",14.855,79.365,"Nellore","Duttalur",0,0,0,"Control",0,-158.395085430108,-3.27284250787657
"11-28-550-05162-591777",14.845,79.415,"Nellore","Duttalur",0,0,0,"Control",0,-213.430875315318,-4.41002092538724
"11-28-550-05162-591778",14.855,79.455,"Nellore","Duttalur",1,0,0,"Control",0,-179.612737470512,-3.71125278636851
"11-28-550-05162-591779",14.835,79.465,"Nellore","Duttalur",1,0,0,"Control",0,-12.0853876111403,-0.24971463092116
"11-28-550-05162-591780",14.805,79.415,"Nellore","Duttalur",0,0,1,"Control",0,-9.79616133588054,-0.202413434400614
"11-28-550-05162-591781",14.815,79.365,"Nellore","Duttalur",0,0,1,"Control",0,-22.1237879461991,-0.457133334844014
"11-28-550-05162-591782",14.835,79.335,"Nellore","Duttalur",1,0,0,"Control",0,-97.865953483909,-2.02215776939204
"11-28-550-05162-591784",14.795,79.365,"Nellore","Duttalur",0,0,0,"Control",0,-62.4822465412918,-1.29104101880861
"11-28-550-05162-591785",14.775,79.435,"Nellore","Duttalur",0,0,0,"Control",0,-11.5863901281518,-0.239404082653747
"11-28-550-05163-591786",14.775,79.225,"Nellore","Marripadu",1,1,1,"Treatment",1,-45.765884560464,-0.945638761413158
"11-28-550-05163-591787",14.785,79.245,"Nellore","Marripadu",0,0,0,"Treatment",1,-67.9016312449245,-1.40301919399266
"11-28-550-05163-591788",14.785,79.295,"Nellore","Marripadu",0,0,0,"Treatment",1,-4.84471335705241,-0.100104013772795
"11-28-550-05163-591789",14.765,79.335,"Nellore","Marripadu",0,0,0,"Treatment",1,-35.8410592142651,-0.740566803605329
"11-28-550-05163-591790",14.745,79.355,"Nellore","Marripadu",1,0,0,"Treatment",1,-93.4100416669515,-1.93008737739542
"11-28-550-05163-591791",14.765,79.385,"Nellore","Marripadu",0,0,0,"Treatment",1,-80.6385130316748,-1.66619533999669
"11-28-550-05163-591792",14.765,79.405,"Nellore","Marripadu",1,0,1,"Treatment",1,-7.16063117618772,-0.147956725002017
"11-28-550-05163-591793",14.745,79.415,"Nellore","Marripadu",0,0,1,"Treatment",1,-40.5891242103855,-0.838673818146007
"11-28-550-05163-591794",14.715,79.405,"Nellore","Marripadu",0,0,0,"Treatment",1,-200.181774710816,-4.13626104494777
"11-28-550-05163-591795",14.705,79.355,"Nellore","Marripadu",0,0,0,"Treatment",1,-169.262078331291,-3.49738202691031
"11-28-550-05163-591796",14.715,79.315,"Nellore","Marripadu",1,0,0,"Treatment",1,-33.3440276666904,-0.688971825325417
"11-28-550-05163-591797",14.745,79.295,"Nellore","Marripadu",0,0,0,"Treatment",1,-30.8495891383093,-0.637430425370977
"11-28-550-05163-591798",14.755,79.255,"Nellore","Marripadu",0,0,0,"Treatment",1,-76.7368899707626,-1.58557795361257
"11-28-550-05163-591799",14.725,79.235,"Nellore","Marripadu",0,0,0,"Treatment",1,-65.737355908464,-1.35829979944401
"11-28-550-05163-591800",14.695,79.225,"Nellore","Marripadu",0,0,0,"Treatment",1,-21.3478417083103,-0.441100325838125
"11-28-550-05163-591801",14.655,79.265,"Nellore","Marripadu",0,0,0,"Treatment",1,-75.8765702336675,-1.56780157501923
"11-28-550-05163-591802",14.645,79.285,"Nellore","Marripadu",1,0,0,"Treatment",1,-59.1602604515405,-1.22240039618077
"11-28-550-05163-591803",14.665,79.345,"Nellore","Marripadu",0,0,0,"Treatment",1,-106.532331155026,-2.20122701989513
"11-28-550-05163-591804",14.655,79.405,"Nellore","Marripadu",0,0,0,"Treatment",1,-117.047798334333,-2.41850312970096
"11-28-550-05163-591805",14.705,79.455,"Nellore","Marripadu",0,0,0,"Treatment",1,-174.545337931909,-3.60654751366828
"11-28-550-05163-591806",14.675,79.485,"Nellore","Marripadu",0,0,0,"Treatment",1,-44.8016677978151,-0.925715607869376
"11-28-550-05164-591807",14.735,79.485,"Nellore","Atmakur",0,0,0,"Buffer",0,-80.8073354062919,-1.66968363663435
"11-28-550-05164-591808",14.755,79.505,"Nellore","Atmakur",0,0,0,"Buffer",0,-70.410793726251,-1.45486482800179
"11-28-550-05164-591809",14.745,79.515,"Nellore","Atmakur",0,0,0,"Buffer",0,-87.6280286531482,-1.81061638546858
"11-28-550-05164-591810",14.715,79.545,"Nellore","Atmakur",0,0,0,"Buffer",0,-138.510477682242,-2.86197629120734
"11-28-550-05164-591811",14.685,79.535,"Nellore","Atmakur",0,0,0,"Buffer",0,-10.5117371576244,-0.217199038137325
"11-28-550-05164-591812",14.695,79.565,"Nellore","Atmakur",0,0,0,"Buffer",0,-60.4828622228768,-1.2497286891418
"11-28-550-05164-591813",14.695,79.595,"Nellore","Atmakur",0,0,0,"Buffer",0,-13.0691574506135,-0.270041800415415
"11-28-550-05164-591814",14.685,79.595,"Nellore","Atmakur",0,0,0,"Buffer",0,-18.0011562633633,-0.37194935215121
"11-28-550-05164-591815",14.665,79.605,"Nellore","Atmakur",0,0,0,"Buffer",0,-51.8038275666008,-1.07039791335882
"11-28-550-05164-591816",14.675,79.565,"Nellore","Atmakur",0,0,1,"Buffer",0,-94.3889648762219,-1.95031440326903
"11-28-550-05164-591817",14.665,79.555,"Nellore","Atmakur",0,0,0,"Buffer",0,-128.342525818957,-2.65188072551578
"11-28-550-05164-591818",14.645,79.505,"Nellore","Atmakur",0,0,0,"Buffer",0,-48.736017955416,-1.0070092187267
"11-28-550-05164-591819",14.635,79.565,"Nellore","Atmakur",0,0,0,"Buffer",0,-28.2190221996161,-0.583076268653351
"11-28-550-05164-591820",14.615,79.555,"Nellore","Atmakur",0,0,0,"Buffer",0,-60.0988265160148,-1.24179354151682
"11-28-550-05164-591821",14.605,79.545,"Nellore","Atmakur",0,0,0,"Buffer",0,-26.1080523530485,-0.539458300154318
"11-28-550-05164-591822",14.585,79.565,"Nellore","Atmakur",0,0,0,"Buffer",0,-12.9423012691636,-0.267420631318478
"11-28-550-05164-591823",14.575,79.575,"Nellore","Atmakur",0,0,0,"Buffer",0,-46.9753388934464,-0.970629142532445
"11-28-550-05164-591824",14.615,79.585,"Nellore","Atmakur",0,0,0,"Buffer",0,-40.87466433775,-0.844573798337978
"11-28-550-05164-591825",14.635,79.625,"Nellore","Atmakur",0,0,0,"Buffer",0,-140.663129785865,-2.90645552040992
"11-28-550-05164-591826",14.615,79.675,"Nellore","Atmakur",0,0,0,"Buffer",0,-103.915165370466,-2.14714976486789
"11-28-550-05164-591827",14.585,79.615,"Nellore","Atmakur",0,0,0,"Buffer",0,-63.1208833736302,-1.30423686870697
"11-28-550-05165-591828",14.755,79.575,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-99.5120596058794,-2.0561704792803
"11-28-550-05165-591829",14.765,79.615,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-55.2708327326787,-1.14203499636399
"11-28-550-05165-591830",14.785,79.645,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-10.5609238327572,-0.218215359071516
"11-28-550-05165-591831",14.765,79.705,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-28.2819343505183,-0.584376192582024
"11-28-550-05165-591832",14.725,79.675,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,35.251663587411,0.72838840137595
"11-28-550-05165-591833",14.735,79.645,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-36.9012910223232,-0.762473870483023
"11-28-550-05165-591834",14.725,79.595,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-87.196026148434,-1.80169012265494
"11-28-550-05165-591835",14.695,79.625,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-62.6847141001559,-1.29522450992715
"11-28-550-05165-591836",14.705,79.655,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-50.006024373556,-1.03325075885578
"11-28-550-05165-591837",14.725,79.695,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-53.6470424159715,-1.1084833873733
"11-28-550-05165-591838",14.725,79.725,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-25.6804068077378,-0.530622063125901
"11-28-550-05165-591839",14.735,79.745,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-79.3783824191045,-1.64015785895302
"11-28-550-05165-591840",14.735,79.775,"Nellore","Anumasamudrampeta",0,0,1,"Treatment",1,45.8896903495188,0.948196901699134
"11-28-550-05165-591841",14.715,79.785,"Nellore","Anumasamudrampeta",0,0,1,"Treatment",1,34.3878176683223,0.71053916295689
"11-28-550-05165-591842",14.705,79.765,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-31.1574440931731,-0.643791486257448
"11-28-550-05165-591843",14.705,79.765,"Nellore","Anumasamudrampeta",0,0,1,"Treatment",1,-31.1574440931731,-0.643791486257448
"11-28-550-05165-591844",14.685,79.725,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-26.6204513368861,-0.550045757276126
"11-28-550-05165-591845",14.695,79.685,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-38.3032916507996,-0.791442744362459
"11-28-550-05165-591846",14.675,79.655,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-92.3357671656406,-1.90789015300887
"11-28-550-05165-591847",14.645,79.665,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-32.4953122287147,-0.67143522085972
"11-28-550-05165-591848",14.635,79.685,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,32.3984740047154,0.669434298577115
"11-28-550-05165-591849",14.675,79.765,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,0.108674866218388,0.00224549720549388
"11-28-550-05165-591850",14.665,79.785,"Nellore","Anumasamudrampeta",0,0,0,"Treatment",1,-23.6797558258409,-0.489283560992472
"11-28-550-05166-591851",14.745,79.855,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-0.0696886271541574,-0.00143994304271767
"11-28-550-05166-591852",14.725,79.845,"Nellore","Dagadarthi",0,0,0,"Buffer",0,31.6804113586206,0.654597310768586
"11-28-550-05166-591853",14.725,79.815,"Nellore","Dagadarthi",0,0,0,"Buffer",0,12.0787080638955,0.249576614605204
"11-28-550-05166-591854",14.705,79.795,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-11.6530033556809,-0.240780480172975
"11-28-550-05166-591855",14.695,79.825,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-11.5843942524723,-0.239362842821421
"11-28-550-05166-591856",14.695,79.835,"Nellore","Dagadarthi",0,0,1,"Buffer",0,7.43775533167991,0.153682809959711
"11-28-550-05166-591857",14.695,79.875,"Nellore","Dagadarthi",0,0,1,"Buffer",0,9.92460264754578,0.205067356291207
"11-28-550-05166-591858",14.725,79.885,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-15.115912699774,-0.312332933151524
"11-28-550-05166-591859",14.705,79.915,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-4.03065861302671,-0.0832835867832121
"11-28-550-05166-591860",14.725,79.915,"Nellore","Dagadarthi",1,0,1,"Buffer",0,2.57032344506391,0.053109373988177
"11-28-550-05166-591861",14.705,79.945,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-1.39110441452944,-0.0287437305797959
"11-28-550-05166-591862",14.715,79.975,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05166-591863",14.725,79.995,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05166-591864",14.675,79.975,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05166-591865",14.665,79.925,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-67.8000322337034,-1.4009199018222
"11-28-550-05166-591866",14.665,79.865,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-66.5769453354512,-1.37564783747401
"11-28-550-05166-591867",14.635,79.855,"Nellore","Dagadarthi",0,0,1,"Buffer",0,-41.4715618319486,-0.856907208093422
"11-28-550-05166-591868",14.645,79.905,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-34.907099538146,-0.7212688378866
"11-28-550-05166-591869",14.615,79.895,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-48.8641329940748,-1.00965639899294
"11-28-550-05166-591870",14.615,79.925,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-14.9809739019081,-0.309544756785962
"11-28-550-05166-591871",14.635,79.945,"Nellore","Dagadarthi",0,0,0,"Buffer",0,0.391624451858983,0.00809195026277148
"11-28-550-05166-591872",14.615,79.955,"Nellore","Dagadarthi",0,0,0,"Buffer",0,-32.8995231766316,-0.679787239919523
"11-28-550-05167-591873",14.705,80.015,"Nellore","Allur",0,0,1,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05167-591874",14.715,80.025,"Nellore","Allur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05167-591875",14.715,80.055,"Nellore","Allur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05167-591876",14.725,80.095,"Nellore","Allur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05167-591877",14.675,80.115,"Nellore","Allur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05167-591878",14.685,80.075,"Nellore","Allur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05167-591879",14.665,80.035,"Nellore","Allur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05167-591880",14.655,80.005,"Nellore","Allur",0,0,1,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05167-591881",14.635,80.015,"Nellore","Allur",1,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05167-591884",14.635,80.045,"Nellore","Allur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05167-591885",14.645,80.035,"Nellore","Allur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05167-591886",14.645,80.065,"Nellore","Allur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05167-591887",14.645,80.085,"Nellore","Allur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05168-591888",14.615,80.075,"Nellore","Vidavalur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05168-591889",14.595,80.085,"Nellore","Vidavalur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05168-591890",14.605,80.055,"Nellore","Vidavalur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05168-591891",14.565,80.035,"Nellore","Vidavalur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05168-591892",14.575,80.065,"Nellore","Vidavalur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05168-591893",14.555,80.105,"Nellore","Vidavalur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05168-591894",14.595,80.105,"Nellore","Vidavalur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05168-591895",14.625,80.105,"Nellore","Vidavalur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05168-591896",14.645,80.135,"Nellore","Vidavalur",1,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05168-591897",14.585,80.155,"Nellore","Vidavalur",0,0,0,"Holdout",NA,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05169-591899",14.575,79.925,"Nellore","Kodavalur",0,0,0,"Buffer",0,-20.3857444311242,-0.421220966216981
"11-28-550-05169-591900",14.545,79.955,"Nellore","Kodavalur",0,0,0,"Buffer",0,-51.0220383052843,-1.05424417273176
"11-28-550-05169-591901",14.575,79.965,"Nellore","Kodavalur",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05169-591902",14.595,79.975,"Nellore","Kodavalur",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05169-591903",14.625,79.995,"Nellore","Kodavalur",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05169-591904",14.605,80.035,"Nellore","Kodavalur",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05169-591905",14.595,80.025,"Nellore","Kodavalur",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05169-591906",14.585,80.025,"Nellore","Kodavalur",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05169-591907",14.575,80.005,"Nellore","Kodavalur",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05169-591908",14.575,79.995,"Nellore","Kodavalur",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05169-591909",14.565,80.005,"Nellore","Kodavalur",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05169-591910",14.545,79.985,"Nellore","Kodavalur",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05169-591911",14.545,80.025,"Nellore","Kodavalur",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05169-591912",14.545,80.005,"Nellore","Kodavalur",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
"11-28-550-05169-591913",14.545,80.015,"Nellore","Kodavalur",0,0,0,"Buffer",0,-1.38687121265189e-14,-7.11734435618274e-16
