shrid2,state_name,district_name,subdistrict_name,clusters,wave,D,Ycons_raw,urban,tot_p,tot_f,Ylowinc_raw,Ymidinc_raw,Ylowinc,Ymidinc,Ycons
11-28-553-05333-595127,andhra pradesh,anantapur,kundurpi,KUNDURPI ANANTAPUR,Treatment,1,20478.94921875,0,9702,0.47763347763347763,0.2851162850856781,0.04372093081474304,0,0,0
11-28-553-05333-595128,andhra pradesh,anantapur,kundurpi,KUNDURPI ANANTAPUR,Treatment,1,18197.453125,0,6723,0.4695820318310278,0.09618104994297028,0.025459688156843185,0,0,1
11-28-553-05333-595129,andhra pradesh,anantapur,kundurpi,KUNDURPI ANANTAPUR,Treatment,1,19617.6796875,0,2158,0.4865616311399444,0.14139343798160553,0,0,1,0
11-28-553-05333-595130,andhra pradesh,anantapur,kundurpi,KUNDURPI ANANTAPUR,Treatment,1,18587.58203125,0,4662,0.49313599313599316,0.06863780319690704,0.017951425164937973,0,0,1
11-28-553-05334-595131,andhra pradesh,anantapur,kambadur,KAMBADUR ANANTAPUR,Control,0,18393.162109375,0,5721,0.49134766649187206,0.17541112005710602,0.04306969419121742,0,0,1
11-28-553-05334-595132,andhra pradesh,anantapur,kambadur,KAMBADUR ANANTAPUR,Control,0,18821.66015625,0,5505,0.4900999091734787,0.12646369636058807,0.02576112374663353,0,0,1
11-28-553-05334-595133,andhra pradesh,anantapur,kambadur,KAMBADUR ANANTAPUR,Control,0,19541.0703125,0,14604,0.493700356066831,0.10846056044101715,0.01653943955898285,0,0,0
11-28-553-05334-595134,andhra pradesh,anantapur,kambadur,KAMBADUR ANANTAPUR,Control,0,21015.77734375,0,5726,0.483234369542438,0.12144504487514496,0.007686395198106766,0,0,0
11-28-553-05334-595135,andhra pradesh,anantapur,kambadur,KAMBADUR ANANTAPUR,Control,0,22972.712890625,0,1976,0.4893724696356275,0.0714285746216774,0.02310924418270588,0,0,0
11-28-553-05334-595136,andhra pradesh,anantapur,kambadur,KAMBADUR ANANTAPUR,Control,0,25542.400390625,0,3512,0.4718109339407745,0.22271715104579926,0.04788418859243393,0,0,0
11-28-553-05334-595137,andhra pradesh,anantapur,kambadur,KAMBADUR ANANTAPUR,Control,0,23219.462890625,0,2397,0.46099290780141844,0.08506616204977036,0.0018903592135757208,0,0,0
11-28-553-05334-595138,andhra pradesh,anantapur,kambadur,KAMBADUR ANANTAPUR,Control,0,20693.78515625,0,550,0.5,0.05645161122083664,0.024193547666072845,0,0,0
11-28-553-05334-595139,andhra pradesh,anantapur,kambadur,KAMBADUR ANANTAPUR,Control,0,23048.673828125,0,1848,0.48593073593073594,0.04899777099490166,0.008908686228096485,0,0,0
11-28-553-05334-595140,andhra pradesh,anantapur,kambadur,KAMBADUR ANANTAPUR,Control,0,25903.701171875,0,1095,0.4757990867579909,0.6078431606292725,0.027450980618596077,0,0,0
11-28-553-05334-595141,andhra pradesh,anantapur,kambadur,KAMBADUR ANANTAPUR,Control,0,20751.5859375,0,2528,0.48575949367088606,0.025510204955935478,0.006802720949053764,0,0,0
11-28-553-05334-595142,andhra pradesh,anantapur,kambadur,KAMBADUR ANANTAPUR,Control,0,17912.638671875,0,2899,0.4684373922042083,0.542242705821991,0.4055299460887909,0,0,1
11-28-553-05335-595143,andhra pradesh,anantapur,kanaganapalle,KANAGANAPALLE ANANTAPUR,Treatment,1,23559.595703125,0,4045,0.4820766378244747,0.18025751411914825,0.05364806950092316,0,0,0
11-28-553-05335-595144,andhra pradesh,anantapur,kanaganapalle,KANAGANAPALLE ANANTAPUR,Treatment,1,21967.1640625,0,4212,0.48409306742640074,0.22256410121917725,0.031794872134923935,0,0,0
11-28-553-05335-595145,andhra pradesh,anantapur,kanaganapalle,KANAGANAPALLE ANANTAPUR,Treatment,1,20834.9296875,0,6064,0.49191952506596304,0.18740954995155334,0.03690303862094879,0,0,0
11-28-553-05335-595146,andhra pradesh,anantapur,kanaganapalle,KANAGANAPALLE ANANTAPUR,Treatment,1,21216.048828125,0,2933,0.4858506648482782,0.184523805975914,0.0714285746216774,0,0,0
11-28-553-05335-595147,andhra pradesh,anantapur,kanaganapalle,KANAGANAPALLE ANANTAPUR,Treatment,1,22668.15625,0,1443,0.4774774774774775,0.24471299350261688,0.2054380625486374,0,0,0
11-28-553-05335-595148,andhra pradesh,anantapur,kanaganapalle,KANAGANAPALLE ANANTAPUR,Treatment,1,23786.22265625,0,2970,0.48148148148148145,0.5426136255264282,0.09090909361839294,0,0,0
11-28-553-05335-595149,andhra pradesh,anantapur,kanaganapalle,KANAGANAPALLE ANANTAPUR,Treatment,1,20356.33984375,0,2590,0.4803088803088803,0.0396551713347435,0.005172413773834705,0,0,0
11-28-553-05335-595150,andhra pradesh,anantapur,kanaganapalle,KANAGANAPALLE ANANTAPUR,Treatment,1,23110.541015625,0,6180,0.48042071197411,0.3033333420753479,0.054666668176651,0,0,0
11-28-553-05335-595151,andhra pradesh,anantapur,kanaganapalle,KANAGANAPALLE ANANTAPUR,Treatment,1,21934.1953125,0,3803,0.47488824612148306,0.07456140220165253,0.06359649449586868,0,0,0
11-28-553-05335-595152,andhra pradesh,anantapur,kanaganapalle,KANAGANAPALLE ANANTAPUR,Treatment,1,22986.65625,0,3260,0.4892638036809816,0.17906683683395386,0.06557376682758331,0,0,0
11-28-553-05336-595153,andhra pradesh,anantapur,dharmavaram,DHARMAVARAM ANANTAPUR,Treatment,1,26374.806640625,0,4533,0.48797705713655415,0.13951395452022552,0.015301530249416828,0,0,0
11-28-553-05336-595154,andhra pradesh,anantapur,dharmavaram,DHARMAVARAM ANANTAPUR,Treatment,1,22853.455078125,0,8597,0.49028730952657906,0.07101123780012131,0.007640449330210686,0,0,0
11-28-553-05336-595155,andhra pradesh,anantapur,dharmavaram,DHARMAVARAM ANANTAPUR,Treatment,1,23582.955078125,0,799,0.49436795994993743,0.005464480724185705,0,0,1,0
11-28-553-05336-595156,andhra pradesh,anantapur,dharmavaram,DHARMAVARAM ANANTAPUR,Treatment,1,26754.744140625,0,1492,0.5040214477211796,0.022842640057206154,0.017766498029232025,0,0,0
11-28-553-05336-595157,andhra pradesh,anantapur,dharmavaram,DHARMAVARAM ANANTAPUR,Treatment,1,22286.33984375,0,5073,0.4904395821013207,0.044006068259477615,0.012898330576717854,0,0,0
11-28-553-05336-595159,andhra pradesh,anantapur,dharmavaram,DHARMAVARAM ANANTAPUR,Treatment,1,23686.73828125,0,4038,0.4967805844477464,0.24901185929775238,0.012845849618315697,0,0,0
11-28-553-05336-595160,andhra pradesh,anantapur,dharmavaram,DHARMAVARAM ANANTAPUR,Treatment,1,22187.767578125,0,3132,0.48531289910600256,0.08079469949007034,0.017218543216586113,0,0,0
11-28-553-05336-595161,andhra pradesh,anantapur,dharmavaram,DHARMAVARAM ANANTAPUR,Treatment,1,22894.515625,0,1860,0.47956989247311826,0.06187624856829643,0.02195608802139759,0,0,0
11-28-553-05336-595162,andhra pradesh,anantapur,dharmavaram,DHARMAVARAM ANANTAPUR,Treatment,1,22946.6328125,0,3057,0.4847890088321884,0.07384230196475983,0.013767208904027939,0,0,0
11-28-553-05336-595163,andhra pradesh,anantapur,dharmavaram,DHARMAVARAM ANANTAPUR,Treatment,1,23557.03515625,0,1984,0.4717741935483871,0.06336633861064911,0.0019801980815827847,0,0,0
11-28-553-05336-595165,andhra pradesh,anantapur,dharmavaram,DHARMAVARAM ANANTAPUR,Treatment,1,22150.0390625,0,1650,0.47333333333333333,0.10398229956626892,0.0044247787445783615,0,0,0
11-28-553-05336-803010,andhra pradesh,anantapur,dharmavaram,DHARMAVARAM ANANTAPUR,Treatment,1,23227.0703125,0,7505,0.481545636242505,0.1852402240037918,0.017830608412623405,0,0,0
11-28-553-05337-595166,andhra pradesh,anantapur,bathalapalle,BATHALAPALLE ANANTAPUR,Control,0,23229.06640625,0,4996,0.4851881505204163,0.09566639363765717,0.0155355678871274,0,0,0
11-28-553-05337-595167,andhra pradesh,anantapur,bathalapalle,BATHALAPALLE ANANTAPUR,Control,0,22575.7265625,0,4967,0.49325548620897924,0.07177814096212387,0.017944535240530968,0,0,0
11-28-553-05337-595168,andhra pradesh,anantapur,bathalapalle,BATHALAPALLE ANANTAPUR,Control,0,27491.615234375,0,1092,0.4926739926739927,0.7011494040489197,0.08429118990898132,0,0,0
11-28-553-05337-595169,andhra pradesh,anantapur,bathalapalle,BATHALAPALLE ANANTAPUR,Control,0,23673.771484375,0,11757,0.49026112103427744,0.20504087209701538,0.05279291421175003,0,0,0
11-28-553-05337-595170,andhra pradesh,anantapur,bathalapalle,BATHALAPALLE ANANTAPUR,Control,0,27550.8359375,0,1673,0.5002988643156007,0.012711863964796066,0.0021186440717428923,0,0,0
11-28-553-05337-595171,andhra pradesh,anantapur,bathalapalle,BATHALAPALLE ANANTAPUR,Control,0,24890.98046875,0,288,0.4652777777777778,0,0,1,1,0
11-28-553-05337-595172,andhra pradesh,anantapur,bathalapalle,BATHALAPALLE ANANTAPUR,Control,0,23011.123046875,0,3091,0.47622128760918797,0.14002642035484314,0.013210039585828781,0,0,0
11-28-553-05337-595173,andhra pradesh,anantapur,bathalapalle,BATHALAPALLE ANANTAPUR,Control,0,24005.904296875,0,2620,0.4858778625954199,0.25449103116989136,0.002994012087583542,0,0,0
11-28-553-05337-595174,andhra pradesh,anantapur,bathalapalle,BATHALAPALLE ANANTAPUR,Control,0,24073.4921875,0,1840,0.49782608695652175,0.019999999552965164,0.004444444552063942,0,0,0
11-28-553-05337-595175,andhra pradesh,anantapur,bathalapalle,BATHALAPALLE ANANTAPUR,Control,0,20218.357421875,0,2350,0.4876595744680851,0.22486288845539093,0.04936014488339424,0,0,0
11-28-553-05337-595176,andhra pradesh,anantapur,bathalapalle,BATHALAPALLE ANANTAPUR,Control,0,23356.6796875,0,4296,0.48393854748603354,0.05910390987992287,0.0057197329588234425,0,0,0
11-28-553-05338-595177,andhra pradesh,anantapur,tadimarri,TADIMARRI ANANTAPUR,Holdout,NA,21891.734375,0,4386,0.47606019151846785,0.07332722097635269,0.015582035295665264,0,0,0
11-28-553-05338-595178,andhra pradesh,anantapur,tadimarri,TADIMARRI ANANTAPUR,Holdout,NA,23567.779296875,0,3225,0.48186046511627906,0.02688860520720482,0.006402048747986555,0,0,0
11-28-553-05338-595179,andhra pradesh,anantapur,tadimarri,TADIMARRI ANANTAPUR,Holdout,NA,24347.16796875,0,1359,0.48933038999264167,0.15317918360233307,0.06647399067878723,0,0,0
11-28-553-05338-595180,andhra pradesh,anantapur,tadimarri,TADIMARRI ANANTAPUR,Holdout,NA,21876.6640625,0,3876,0.48013415892672856,0.25150302052497864,0.04308617115020752,0,0,0
11-28-553-05338-595181,andhra pradesh,anantapur,tadimarri,TADIMARRI ANANTAPUR,Holdout,NA,22199.26171875,0,3667,0.4813198800109081,0.01549586746841669,0.001033057807944715,0,0,0
11-28-553-05338-595183,andhra pradesh,anantapur,tadimarri,TADIMARRI ANANTAPUR,Holdout,NA,21347.5,0,838,0.4809069212410501,0.11999999731779099,0,0,1,0
11-28-553-05338-595184,andhra pradesh,anantapur,tadimarri,TADIMARRI ANANTAPUR,Holdout,NA,23035.142578125,0,5403,0.48880251712011846,0.2385786771774292,0.06816533952951431,0,0,0
11-28-553-05338-595185,andhra pradesh,anantapur,tadimarri,TADIMARRI ANANTAPUR,Holdout,NA,24404.44921875,0,3119,0.48990060916960565,0.27225807309150696,0.07225806266069412,0,0,0
11-28-553-05338-595186,andhra pradesh,anantapur,tadimarri,TADIMARRI ANANTAPUR,Holdout,NA,27343.3046875,0,3750,0.4922666666666667,0.7427652478218079,0.13397641479969025,0,0,0
11-28-553-05338-595187,andhra pradesh,anantapur,tadimarri,TADIMARRI ANANTAPUR,Holdout,NA,23435.7265625,0,2025,0.4775308641975309,0.3822937607765198,0.2173038274049759,0,0,0
11-28-553-05339-595188,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,22253.435546875,0,1193,0.48365465213746855,0.06984127312898636,0.009523809887468815,0,0,0
11-28-553-05339-595189,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,23906.28515625,0,1481,0.5070898041863605,0.018421052023768425,0.0026315790601074696,0,0,0
11-28-553-05339-595190,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,23402.3828125,0,3110,0.4845659163987138,0.7900403738021851,0.051144011318683624,0,0,0
11-28-553-05339-595191,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,22197.4765625,0,1592,0.5081658291457286,0.015945330262184143,0.002277904422953725,0,0,0
11-28-553-05339-595192,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,22392.767578125,0,557,0.46858168761220825,0,0,1,1,0
11-28-553-05339-595193,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,23067.951171875,0,699,0.4821173104434907,0.012422360479831696,0,0,1,0
11-28-553-05339-595194,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,21799.400390625,0,1377,0.4822076978939724,0.00872093066573143,0.0029069767333567142,0,0,0
11-28-553-05339-595195,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,22679.568359375,0,1284,0.4976635514018692,0.5271084308624268,0.012048192322254181,0,0,0
11-28-553-05339-595196,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,23787.66796875,0,1276,0.5039184952978056,0.1428571492433548,0,0,1,0
11-28-553-05339-595197,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,25782.78125,0,701,0.4693295292439372,0.031088082119822502,0,0,1,0
11-28-553-05339-595198,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,23009.26171875,0,3873,0.49341595662277304,0.099297896027565,0.009027081541717052,0,0,0
11-28-553-05339-595199,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,22293.2265625,0,2455,0.4839103869653768,0.14511041343212128,0.004731861408799887,0,0,0
11-28-553-05339-595200,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,25689.029296875,0,1072,0.4916044776119403,0.06451612710952759,0.02867383509874344,0,0,0
11-28-553-05339-595201,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,22844.755859375,0,6083,0.49153378267302317,0.2281167060136795,0.1173740029335022,0,0,0
11-28-553-05339-595202,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,20081.779296875,0,836,0.48325358851674644,0,0,1,1,0
11-28-553-05339-595203,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,21439.90625,0,14511,0.49982771690441735,0.23941725492477417,0.034359537065029144,0,0,0
11-28-553-05339-595205,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,23213.91796875,0,3207,0.49048955410040534,0.037691403180360794,0.007067137863487005,0,0,0
11-28-553-05339-595206,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,22188.09765625,0,312,0.46794871794871795,0.17283950746059418,0,0,1,0
11-28-553-05339-595207,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,23540.064453125,0,935,0.46951871657754013,0.06854838877916336,0.008064515888690948,0,0,0
11-28-553-05339-595208,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,24525.228515625,0,1461,0.5030800821355236,0.18814432621002197,0.02319587580859661,0,0,0
11-28-553-05339-595209,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,26265.548828125,0,1555,0.5041800643086817,0.37755101919174194,0.36734694242477417,0,0,0
11-28-553-05339-595210,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,21742.353515625,0,854,0.4882903981264637,0.23111110925674438,0.02222222276031971,0,0,0
11-28-553-05339-595211,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,25026.34375,0,369,0.4878048780487805,0.06315789371728897,0.031578946858644485,0,0,0
11-28-553-05339-595212,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,20912.67578125,0,3406,0.49119201409277746,0.05700712651014328,0.009501188062131405,0,0,0
11-28-553-05339-595213,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,21712.3828125,0,671,0.45752608047690013,0.012345679104328156,0,0,1,0
11-28-553-05339-595214,andhra pradesh,anantapur,mudigubba,MUDIGUBBA ANANTAPUR,Treatment,1,23470.17578125,0,3003,0.49483849483849485,0.2917214334011078,0.19710907340049744,0,0,0
11-28-553-05340-595215,andhra pradesh,anantapur,talupula,TALUPULA ANANTAPUR,Treatment,1,21725.775390625,0,2383,0.4716743600503567,0.3018242120742798,0.043117742985486984,0,0,0
11-28-553-05340-595216,andhra pradesh,anantapur,talupula,TALUPULA ANANTAPUR,Treatment,1,25610.67578125,0,2504,0.4792332268370607,0.570579469203949,0.19167904555797577,0,0,0
11-28-553-05340-595217,andhra pradesh,anantapur,talupula,TALUPULA ANANTAPUR,Treatment,1,21643.517578125,0,3353,0.5034297643900985,0.11705685406923294,0.04793756827712059,0,0,0
11-28-553-05340-595218,andhra pradesh,anantapur,talupula,TALUPULA ANANTAPUR,Treatment,1,23668.654296875,0,2474,0.4902991107518189,0.5795106887817383,0.006116208154708147,0,0,0
11-28-553-05340-595219,andhra pradesh,anantapur,talupula,TALUPULA ANANTAPUR,Treatment,1,23206.50390625,0,10455,0.48464849354375894,0.34210526943206787,0.05839942395687103,0,0,0
11-28-553-05340-595220,andhra pradesh,anantapur,talupula,TALUPULA ANANTAPUR,Treatment,1,23828.466796875,0,1535,0.5087947882736157,0.774193525314331,0,0,1,0
11-28-553-05340-595221,andhra pradesh,anantapur,talupula,TALUPULA ANANTAPUR,Treatment,1,21964.982421875,0,2370,0.4919831223628692,0.08120300620794296,0.007518797181546688,0,0,0
11-28-553-05340-595222,andhra pradesh,anantapur,talupula,TALUPULA ANANTAPUR,Treatment,1,24349.52734375,0,2925,0.48547008547008547,0.3659793734550476,0.09793814271688461,0,0,0
11-28-553-05340-595223,andhra pradesh,anantapur,talupula,TALUPULA ANANTAPUR,Treatment,1,25702.494140625,0,2927,0.5203279808677828,0.26038500666618347,0.11246200650930405,0,0,0
11-28-553-05340-595224,andhra pradesh,anantapur,talupula,TALUPULA ANANTAPUR,Treatment,1,24578.65625,0,6692,0.49940227136879856,0.45695722103118896,0.18462371826171875,0,0,0
11-28-553-05340-595225,andhra pradesh,anantapur,talupula,TALUPULA ANANTAPUR,Treatment,1,25814.478515625,0,1729,0.5037593984962406,0.7611607313156128,0.09375,0,0,0
11-28-553-05341-595226,andhra pradesh,anantapur,nambulipulikunta,NAMBULIPULIKUNTA ANANTAPUR,Buffer,0,23568.9140625,0,3810,0.5002624671916011,0.03036053106188774,0.0037950663827359676,0,0,0
11-28-553-05341-595227,andhra pradesh,anantapur,nambulipulikunta,NAMBULIPULIKUNTA ANANTAPUR,Buffer,0,22588.380859375,0,4081,0.47635383484440086,0.13035018742084503,0.02626459114253521,0,0,0
11-28-553-05341-595228,andhra pradesh,anantapur,nambulipulikunta,NAMBULIPULIKUNTA ANANTAPUR,Buffer,0,23381.041015625,0,2550,0.4843137254901961,0.13224367797374725,0.04011886939406395,0,0,0
11-28-553-05341-595229,andhra pradesh,anantapur,nambulipulikunta,NAMBULIPULIKUNTA ANANTAPUR,Buffer,0,24574.904296875,0,5285,0.5002838221381267,0.3222683370113373,0.016597511246800423,0,0,0
11-28-553-05341-595230,andhra pradesh,anantapur,nambulipulikunta,NAMBULIPULIKUNTA ANANTAPUR,Buffer,0,24634.44140625,0,958,0.477035490605428,0.1428571492433548,0.029304029420018196,0,0,0
11-28-553-05341-595231,andhra pradesh,anantapur,nambulipulikunta,NAMBULIPULIKUNTA ANANTAPUR,Buffer,0,24339.681640625,0,3036,0.5,0.08056872338056564,0.010663507506251335,0,0,0
11-28-553-05341-595232,andhra pradesh,anantapur,nambulipulikunta,NAMBULIPULIKUNTA ANANTAPUR,Buffer,0,24735.234375,0,661,0.5158850226928896,0.017241379246115685,0,0,1,0
11-28-553-05341-595233,andhra pradesh,anantapur,nambulipulikunta,NAMBULIPULIKUNTA ANANTAPUR,Buffer,0,23921.4140625,0,1893,0.508716323296355,0.11067193746566772,0.021739130839705467,0,0,0
11-28-553-05341-595234,andhra pradesh,anantapur,nambulipulikunta,NAMBULIPULIKUNTA ANANTAPUR,Buffer,0,20031.474609375,0,994,0.4879275653923541,0.012145749293267727,0.004048583097755909,0,0,0
11-28-553-05341-595235,andhra pradesh,anantapur,nambulipulikunta,NAMBULIPULIKUNTA ANANTAPUR,Buffer,0,24919.9453125,0,2301,0.5036940460669275,0.0917573869228363,0.007776049897074699,0,0,0
11-28-553-05341-595236,andhra pradesh,anantapur,nambulipulikunta,NAMBULIPULIKUNTA ANANTAPUR,Buffer,0,22476.921875,0,3184,0.5021984924623115,0.1953601986169815,0.013431013561785221,0,0,0
11-28-553-05341-595237,andhra pradesh,anantapur,nambulipulikunta,NAMBULIPULIKUNTA ANANTAPUR,Buffer,0,21523.515625,0,2166,0.4801477377654663,0.03591682389378548,0.005671077407896519,0,0,0
11-28-553-05342-595238,andhra pradesh,anantapur,gandlapenta,GANDLAPENTA ANANTAPUR,Buffer,0,21438.67578125,0,1656,0.483695652173913,0.13381995260715485,0.024330900982022285,0,0,0
11-28-553-05342-595239,andhra pradesh,anantapur,gandlapenta,GANDLAPENTA ANANTAPUR,Buffer,0,23160.349609375,0,613,0.47145187601957583,0.2884615361690521,0.07051282376050949,0,0,0
11-28-553-05342-595240,andhra pradesh,anantapur,gandlapenta,GANDLAPENTA ANANTAPUR,Buffer,0,24073.79296875,0,656,0.5213414634146342,0.040697675198316574,0.0058139534667134285,0,0,0
11-28-553-05342-595241,andhra pradesh,anantapur,gandlapenta,GANDLAPENTA ANANTAPUR,Buffer,0,24625.8671875,0,1052,0.47718631178707227,0.011194029822945595,0,0,1,0
11-28-553-05342-595242,andhra pradesh,anantapur,gandlapenta,GANDLAPENTA ANANTAPUR,Buffer,0,21536.17578125,0,10379,0.4952307544079391,0.1690916270017624,0.039716869592666626,0,0,0
11-28-553-05342-595243,andhra pradesh,anantapur,gandlapenta,GANDLAPENTA ANANTAPUR,Buffer,0,25289.962890625,0,896,0.5044642857142857,0.36771300435066223,0.09865470975637436,0,0,0
11-28-553-05342-595244,andhra pradesh,anantapur,gandlapenta,GANDLAPENTA ANANTAPUR,Buffer,0,20374.275390625,0,1667,0.5002999400119976,0.32258063554763794,0,0,1,0
11-28-553-05342-595245,andhra pradesh,anantapur,gandlapenta,GANDLAPENTA ANANTAPUR,Buffer,0,19680.546875,0,1915,0.47676240208877285,0.15590199828147888,0.020044542849063873,0,0,0
11-28-553-05342-595246,andhra pradesh,anantapur,gandlapenta,GANDLAPENTA ANANTAPUR,Buffer,0,21005.474609375,0,2161,0.47107820453493754,0.16356877982616425,0.06505576521158218,0,0,0
11-28-553-05342-595247,andhra pradesh,anantapur,gandlapenta,GANDLAPENTA ANANTAPUR,Buffer,0,22948.66015625,0,2292,0.48342059336823734,0.24496644735336304,0.06040268391370773,0,0,0
11-28-553-05342-595249,andhra pradesh,anantapur,gandlapenta,GANDLAPENTA ANANTAPUR,Buffer,0,22801.287109375,0,628,0.4840764331210191,0.22857142984867096,0.05714285746216774,0,0,0
11-28-553-05342-595250,andhra pradesh,anantapur,gandlapenta,GANDLAPENTA ANANTAPUR,Buffer,0,22646.310546875,0,3388,0.49940968122786306,0.07858769595623016,0.013667426072061062,0,0,0
11-28-553-05343-595251,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,24226.6875,0,3634,0.4735828288387452,0.2708994746208191,0.033862434327602386,0,0,0
11-28-553-05343-595252,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,24469.509765625,0,3209,0.4870676223122468,0.4095238149166107,0.0476190485060215,0,0,0
11-28-553-05343-595253,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,31631.509765625,0,368,0.4048913043478261,0.00699300691485405,0,0,1,0
11-28-553-05343-595254,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,25356.755859375,0,2596,0.48959938366718025,0.46449702978134155,0.11982248723506927,0,0,0
11-28-553-05343-595255,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,27143.328125,0,810,0.4617283950617284,0.40084388852119446,0.1265822798013687,0,0,0
11-28-553-05343-595256,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,26677.4140625,0,192,0.4583333333333333,0.8846153616905212,0,0,1,0
11-28-553-05343-595257,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,25120.03515625,0,369,0.48509485094850946,0.02857142873108387,0.009523809887468815,0,0,0
11-28-553-05343-595258,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,23772.470703125,0,428,0.5467289719626168,0.17796610295772552,0.050847455859184265,0,0,0
11-28-553-05343-595260,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,20442.330078125,0,720,0.5152777777777777,0.02976190485060215,0,0,1,0
11-28-553-05343-595261,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,25132.373046875,0,3382,0.4568302779420461,0.3859459459781647,0.034594595432281494,0,0,0
11-28-553-05343-595262,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,22485.32421875,0,727,0.422283356258597,0.0670103058218956,0.04123711213469505,0,0,0
11-28-553-05343-595263,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,24445.7265625,0,2792,0.47385386819484243,0.1939711719751358,0.028833551332354546,0,0,0
11-28-553-05343-595264,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,24452.904296875,0,842,0.4691211401425178,0.7077625393867493,0.00913241971284151,0,0,0
11-28-553-05343-595265,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,24272.45703125,0,882,0.4852607709750567,0.10389610379934311,0,0,1,0
11-28-553-05343-595266,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,26549.591796875,0,885,0.5220338983050847,0.008333333767950535,0,0,1,0
11-28-553-05343-803011,andhra pradesh,anantapur,kadiri,KADIRI ANANTAPUR,Buffer,0,23608.982421875,0,6751,0.48866834543030663,0.4653979241847992,0.11245674639940262,0,0,0
11-28-553-05344-595267,andhra pradesh,anantapur,nallamada,NALLAMADA ANANTAPUR,Treatment,1,22835.796875,0,3475,0.4837410071942446,0.12035010755062103,0.028446389362215996,0,0,0
11-28-553-05344-595268,andhra pradesh,anantapur,nallamada,NALLAMADA ANANTAPUR,Treatment,1,20433.013671875,0,2479,0.4856797095603066,0.02427184395492077,0,0,1,0
11-28-553-05344-595269,andhra pradesh,anantapur,nallamada,NALLAMADA ANANTAPUR,Treatment,1,21767.138671875,0,8221,0.4866804524996959,0.09796313941478729,0.02764306589961052,0,0,0
11-28-553-05344-595270,andhra pradesh,anantapur,nallamada,NALLAMADA ANANTAPUR,Treatment,1,22831.921875,0,3356,0.48748510131108463,0.0811099261045456,0.0021344716660678387,0,0,0
